,0
AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,927
AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,797
AFRICA_2024_WorldCover_2021_37PFQ_M_R,787
AFRICA_2024_ESRI_Annual_LULC_2024_37PFQ_M_R,711
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,365
AFRICA_2024_GSW_Yearly_2021_37PFQ_M_R,77
