Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_35NQE_M_R,Shrubland,3,2,3,3,2,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQE_M_R,Grassland,0,1,11,1,0,16,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQE_M_R,Cropland,21,0,2,0,2,4,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQE_M_R,Wetland,76,5,0,13,0,44,13,0,0,0
AFRICA_2024_WorldCover_2021_35NQE_M_R,Bareland,14,0,0,0,2,1,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQE_M_R,Built-up,10,5,0,1,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_35NQE_M_R,Forest,66,15,24,7,14,0,9,0,0,0
AFRICA_2024_WorldCover_2021_35NQE_M_R,Water,79,12,33,34,1,55,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R,Cropland,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R,Forest,0,0,25,0,0,0,5,68,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R,Wetland,0,0,0,0,0,0,2,123,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R,Grassland,0,0,6,0,0,0,1,22,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R,Water,0,0,36,0,0,0,0,52,0,0
AFRICA_2024_GWL_FCS30D_2022_35NQE_M_R,Bareland,0,0,2,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NQE_M_R,Shrubland,0,0,0,0,0,0,6,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NQE_M_R,Built-up,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NQE_M_R,Forest,0,0,0,0,0,0,53,0,22,0
AFRICA_2024_GSW_Yearly_2021_35NQE_M_R,Wetland,0,0,0,0,0,0,49,0,22,0
AFRICA_2024_GSW_Yearly_2021_35NQE_M_R,Water,0,0,0,0,0,0,0,0,66,0
AFRICA_2024_GSW_Yearly_2021_35NQE_M_R,Grassland,0,0,0,0,0,0,20,0,3,0
AFRICA_2024_GSW_Yearly_2021_35NQE_M_R,Bareland,0,0,0,0,0,0,9,0,2,0
AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R,Cropland,3,0,0,0,2,10,0,0,0,9
AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R,Wetland,0,3,0,4,7,37,2,0,0,59
AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R,Bareland,0,1,2,0,9,3,0,0,0,15
AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R,Built-up,0,5,0,0,0,4,0,0,0,6
AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R,Water,3,12,36,13,30,54,0,0,0,85
AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R,Forest,10,32,25,20,25,0,5,0,0,72
AFRICA_2024_GLC_FCS30D_2022_35NQE_M_R,Grassland,0,9,6,7,7,20,1,0,0,36
AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R,Grassland,0,14,11,0,0,29,13,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R,Wetland,0,8,0,3,2,35,42,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R,Forest,0,18,29,0,20,0,49,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R,Cropland,0,0,0,0,6,5,1,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R,Built-up,0,0,0,0,0,1,1,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R,Bareland,0,0,0,0,0,0,12,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NQE_M_R,Water,0,7,30,1,0,23,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQE_M_R,Cropland,3,0,0,0,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQE_M_R,Wetland,13,1,0,1,0,27,36,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQE_M_R,Forest,19,9,15,2,0,0,22,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQE_M_R,Water,4,0,17,3,0,32,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQE_M_R,Grassland,0,1,0,0,0,4,1,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQE_M_R,Built-up,0,2,0,2,0,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NQE_M_R,Bareland,0,0,0,0,0,0,1,0,0,0
