Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36NTK_M_R,Shrubland,3,1,2,1,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTK_M_R,Grassland,0,4,3,0,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTK_M_R,Cropland,20,0,0,0,5,9,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTK_M_R,Wetland,14,0,0,0,0,11,1,0,0,0
AFRICA_2024_WorldCover_2021_36NTK_M_R,Bareland,3,0,0,0,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTK_M_R,Built-up,8,7,0,6,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTK_M_R,Forest,55,22,16,9,16,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NTK_M_R,Water,24,0,7,3,0,20,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTK_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTK_M_R,Forest,0,0,13,0,0,0,3,26,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTK_M_R,Grassland,0,0,2,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTK_M_R,Wetland,0,0,0,0,0,0,0,10,0,0
AFRICA_2024_GWL_FCS30D_2022_36NTK_M_R,Water,0,0,9,0,0,0,0,7,0,0
AFRICA_2024_GSW_Yearly_2021_36NTK_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NTK_M_R,Forest,0,0,0,0,0,0,16,0,3,0
AFRICA_2024_GSW_Yearly_2021_36NTK_M_R,Grassland,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NTK_M_R,Wetland,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NTK_M_R,Water,0,0,0,0,0,0,0,0,6,0
AFRICA_2024_GLC_FCS30D_2022_36NTK_M_R,Cropland,0,0,0,0,3,12,0,0,0,13
AFRICA_2024_GLC_FCS30D_2022_36NTK_M_R,Built-up,4,6,0,1,0,4,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_36NTK_M_R,Water,0,5,9,4,4,14,0,0,0,12
AFRICA_2024_GLC_FCS30D_2022_36NTK_M_R,Forest,9,24,13,15,15,0,3,0,0,40
AFRICA_2024_GLC_FCS30D_2022_36NTK_M_R,Grassland,0,6,2,3,0,7,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_36NTK_M_R,Wetland,0,0,0,0,0,3,0,0,0,3
AFRICA_2024_GLC_FCS30D_2022_36NTK_M_R,Bareland,0,1,0,0,0,2,0,0,0,3
AFRICA_2024_ESRI_Annual_LULC_2024_36NTK_M_R,Built-up,0,1,0,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTK_M_R,Forest,0,13,2,0,23,0,15,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTK_M_R,Grassland,0,1,0,0,1,12,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTK_M_R,Cropland,0,0,0,0,14,8,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTK_M_R,Wetland,0,0,0,0,2,10,8,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTK_M_R,Water,0,0,1,0,7,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTK_M_R,Cropland,2,0,0,0,0,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTK_M_R,Wetland,4,0,0,0,0,9,6,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTK_M_R,Forest,10,7,8,3,0,0,8,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTK_M_R,Built-up,0,1,0,0,0,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTK_M_R,Water,0,0,1,0,0,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTK_M_R,Grassland,0,0,0,0,0,1,1,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTK_M_R,Bareland,0,0,0,0,0,1,0,0,0,0
