Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_38NKK_M_R,Shrubland,2,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKK_M_R,Grassland,0,5,4,1,10,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKK_M_R,Cropland,63,0,31,3,70,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKK_M_R,Wetland,18,12,2,0,48,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKK_M_R,Bareland,63,49,0,6,48,3,6,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKK_M_R,Built-up,7,6,5,0,10,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKK_M_R,Water,67,57,65,0,97,16,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKK_M_R,Forest,25,14,6,0,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,Grassland,0,0,0,0,0,0,8,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,Bareland,0,0,0,0,0,0,65,23,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,Wetland,0,0,0,0,0,0,8,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,Cropland,0,0,0,0,0,0,31,20,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,Water,0,0,0,0,0,0,0,67,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,Forest,0,0,0,0,0,0,4,6,0,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,Cropland,55,0,33,18,15,8,8,0,42,6,0
AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,Wetland,16,13,7,1,4,0,0,0,15,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,Bareland,58,39,0,33,13,15,7,0,40,2,0
AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,Built-up,6,5,6,0,1,0,0,0,6,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,Water,59,47,39,19,16,35,0,0,34,8,0
AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,Forest,28,29,14,6,0,5,0,0,25,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,Grassland,0,5,2,1,0,0,0,0,8,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,Grassland,0,14,10,5,12,2,8,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,Bareland,0,34,0,20,4,4,47,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,Built-up,0,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,Water,0,39,25,17,4,4,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,Forest,0,30,5,9,0,1,18,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,Cropland,0,0,25,15,19,4,42,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,Wetland,0,11,2,2,5,0,30,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,66
AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,Bareland,0,0,0,0,0,15,7,0,0,0,9
AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,Cropland,0,0,0,0,0,8,8,0,0,0,15
AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,7
AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,Water,0,0,0,0,0,35,0,0,0,0,15
AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,Forest,0,0,0,0,0,5,0,0,0,0,14
AFRICA_2024_DynamicWorld_2024_38NKK_M_R,Cropland,4,0,22,0,7,11,19,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKK_M_R,Forest,3,13,9,0,0,13,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKK_M_R,Grassland,0,11,10,0,5,5,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKK_M_R,Wetland,0,5,16,0,0,0,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKK_M_R,Bareland,0,19,0,0,1,2,17,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKK_M_R,Water,0,18,38,0,1,7,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKK_M_R,Built-up,0,0,4,0,0,0,0,0,0,0,0
