Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_38NKL_M_R,Shrubland,2,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKL_M_R,Grassland,0,1,3,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKL_M_R,Cropland,30,0,16,2,7,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKL_M_R,Wetland,12,0,3,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKL_M_R,Bareland,40,22,0,10,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKL_M_R,Built-up,11,2,6,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKL_M_R,Water,34,14,30,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKL_M_R,Forest,18,3,5,2,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKL_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKL_M_R,Grassland,0,0,0,0,0,0,6,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKL_M_R,Wetland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKL_M_R,Bareland,0,0,0,0,0,0,38,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKL_M_R,Built-up,0,0,0,0,0,0,6,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKL_M_R,Cropland,0,0,0,0,0,0,7,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKL_M_R,Water,0,0,0,0,0,0,0,15,0,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKL_M_R,Cropland,28,0,14,11,2,0,0,0,13,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKL_M_R,Wetland,7,7,4,0,0,0,0,0,7,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKL_M_R,Bareland,40,14,0,25,3,5,7,0,23,2,0
AFRICA_2024_GLC_FCS30D_2022_38NKL_M_R,Built-up,5,2,6,0,0,0,0,0,3,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKL_M_R,Water,20,8,15,7,0,2,0,0,11,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKL_M_R,Forest,17,13,8,7,0,0,0,0,14,2,0
AFRICA_2024_GLC_FCS30D_2022_38NKL_M_R,Grassland,0,2,0,0,0,0,0,0,3,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKL_M_R,Grassland,0,3,5,5,3,6,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKL_M_R,Bareland,0,13,0,12,7,1,12,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKL_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKL_M_R,Cropland,0,0,11,2,8,1,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKL_M_R,Water,0,0,13,0,0,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKL_M_R,Wetland,0,0,0,0,1,0,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKL_M_R,Forest,0,1,1,0,0,3,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKL_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,25
AFRICA_2024_GWL_FCS30D_2022_38NKL_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,9
AFRICA_2024_GWL_FCS30D_2022_38NKL_M_R,Cropland,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_38NKL_M_R,Bareland,0,0,0,0,0,5,7,0,0,0,4
AFRICA_2024_GWL_FCS30D_2022_38NKL_M_R,Forest,0,0,0,0,0,0,0,0,0,0,6
AFRICA_2024_GWL_FCS30D_2022_38NKL_M_R,Water,0,0,0,0,0,2,0,0,0,0,3
AFRICA_2024_DynamicWorld_2024_38NKL_M_R,Grassland,0,9,9,0,3,3,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKL_M_R,Bareland,0,10,0,0,1,1,11,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKL_M_R,Water,0,5,9,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKL_M_R,Forest,0,4,0,0,0,3,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKL_M_R,Built-up,0,0,2,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKL_M_R,Cropland,0,0,2,0,2,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKL_M_R,Wetland,0,0,0,0,1,0,0,0,0,0,0
