,0
Forest,1894
Water,1791
Wetland,1425
Cropland,1099
Grassland,1002
Bareland,880
Non_Wetland,614
Built-up,570
Shrubland,331
Non_Water,157
Lichens_and_Mosses,38
Permanent_ice_and_snow,6
