,GWL_FCS30D_2022,GLC_FCS30D_2022,ESRI_Annual_LULC_2024,WorldCover_2021,GSW_Yearly_2021,DynamicWorld_2024,meta,tile_id
58,352,285,180,290,12,274,"{'AFRICA_2024_DynamicWorld_2024_35QQU_M_R': 274, 'AFRICA_2024_ESRI_Annual_LULC_2024_35QQU_M_R': 180, 'AFRICA_2024_GLC_FCS30D_2022_35QQU_M_R': 285, 'AFRICA_2024_GSW_Yearly_2021_35QQU_M_R': 12, 'AFRICA_2024_GWL_FCS30D_2022_35QQU_M_R': 352, 'AFRICA_2024_WorldCover_2021_35QQU_M_R': 290}",35QQU
59,61,52,13,45,3,35,"{'AFRICA_2024_DynamicWorld_2024_35QMU_M_R': 35, 'AFRICA_2024_ESRI_Annual_LULC_2024_35QMU_M_R': 13, 'AFRICA_2024_GLC_FCS30D_2022_35QMU_M_R': 52, 'AFRICA_2024_GSW_Yearly_2021_35QMU_M_R': 3, 'AFRICA_2024_GWL_FCS30D_2022_35QMU_M_R': 61, 'AFRICA_2024_WorldCover_2021_35QMU_M_R': 45}",35QMU
60,63,56,15,47,3,41,"{'AFRICA_2024_DynamicWorld_2024_35QNU_M_R': 41, 'AFRICA_2024_ESRI_Annual_LULC_2024_35QNU_M_R': 15, 'AFRICA_2024_GLC_FCS30D_2022_35QNU_M_R': 56, 'AFRICA_2024_GSW_Yearly_2021_35QNU_M_R': 3, 'AFRICA_2024_GWL_FCS30D_2022_35QNU_M_R': 63, 'AFRICA_2024_WorldCover_2021_35QNU_M_R': 47}",35QNU
61,237,191,111,192,9,172,"{'AFRICA_2024_DynamicWorld_2024_35PPT_M_R': 172, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PPT_M_R': 111, 'AFRICA_2024_GLC_FCS30D_2022_35PPT_M_R': 191, 'AFRICA_2024_GSW_Yearly_2021_35PPT_M_R': 9, 'AFRICA_2024_GWL_FCS30D_2022_35PPT_M_R': 237, 'AFRICA_2024_WorldCover_2021_35PPT_M_R': 192}",35PPT
62,892,754,484,784,440,715,"{'AFRICA_2024_DynamicWorld_2024_35PPR_M_R': 715, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PPR_M_R': 484, 'AFRICA_2024_GLC_FCS30D_2022_35PPR_M_R': 754, 'AFRICA_2024_GSW_Yearly_2021_35PPR_M_R': 440, 'AFRICA_2024_GWL_FCS30D_2022_35PPR_M_R': 892, 'AFRICA_2024_WorldCover_2021_35PPR_M_R': 784}",35PPR
63,478,371,216,366,182,343,"{'AFRICA_2024_DynamicWorld_2024_35PQT_M_R': 343, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PQT_M_R': 216, 'AFRICA_2024_GLC_FCS30D_2022_35PQT_M_R': 371, 'AFRICA_2024_GSW_Yearly_2021_35PQT_M_R': 182, 'AFRICA_2024_GWL_FCS30D_2022_35PQT_M_R': 478, 'AFRICA_2024_WorldCover_2021_35PQT_M_R': 366}",35PQT
64,711,602,355,623,272,562,"{'AFRICA_2024_DynamicWorld_2024_35PQR_M_R': 562, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PQR_M_R': 355, 'AFRICA_2024_GLC_FCS30D_2022_35PQR_M_R': 602, 'AFRICA_2024_GSW_Yearly_2021_35PQR_M_R': 272, 'AFRICA_2024_GWL_FCS30D_2022_35PQR_M_R': 711, 'AFRICA_2024_WorldCover_2021_35PQR_M_R': 623}",35PQR
65,1649,1432,1279,1397,684,1052,"{'AFRICA_2024_DynamicWorld_2024_36NUJ_M_R': 1052, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NUJ_M_R': 1279, 'AFRICA_2024_GLC_FCS30D_2022_36NUJ_M_R': 1432, 'AFRICA_2024_GSW_Yearly_2021_36NUJ_M_R': 684, 'AFRICA_2024_GWL_FCS30D_2022_36NUJ_M_R': 1649, 'AFRICA_2024_WorldCover_2021_36NUJ_M_R': 1397}",36NUJ
66,441,375,222,389,115,336,"{'AFRICA_2024_DynamicWorld_2024_35PQQ_M_R': 336, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PQQ_M_R': 222, 'AFRICA_2024_GLC_FCS30D_2022_35PQQ_M_R': 375, 'AFRICA_2024_GSW_Yearly_2021_35PQQ_M_R': 115, 'AFRICA_2024_GWL_FCS30D_2022_35PQQ_M_R': 441, 'AFRICA_2024_WorldCover_2021_35PQQ_M_R': 389}",35PQQ
67,1322,1123,747,1125,625,1089,"{'AFRICA_2024_DynamicWorld_2024_35PQP_M_R': 1089, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PQP_M_R': 747, 'AFRICA_2024_GLC_FCS30D_2022_35PQP_M_R': 1123, 'AFRICA_2024_GSW_Yearly_2021_35PQP_M_R': 625, 'AFRICA_2024_GWL_FCS30D_2022_35PQP_M_R': 1322, 'AFRICA_2024_WorldCover_2021_35PQP_M_R': 1125}",35PQP
68,1483,1286,1052,1356,681,1250,"{'AFRICA_2024_DynamicWorld_2024_35PQK_M_R': 1250, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PQK_M_R': 1052, 'AFRICA_2024_GLC_FCS30D_2022_35PQK_M_R': 1286, 'AFRICA_2024_GSW_Yearly_2021_35PQK_M_R': 681, 'AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R': 1483, 'AFRICA_2024_WorldCover_2021_35PQK_M_R': 1356}",35PQK
69,2636,2314,1896,2374,1225,2223,"{'AFRICA_2024_DynamicWorld_2024_35PQL_M_R': 2223, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PQL_M_R': 1896, 'AFRICA_2024_GLC_FCS30D_2022_35PQL_M_R': 2314, 'AFRICA_2024_GSW_Yearly_2021_35PQL_M_R': 1225, 'AFRICA_2024_GWL_FCS30D_2022_35PQL_M_R': 2636, 'AFRICA_2024_WorldCover_2021_35PQL_M_R': 2374}",35PQL
70,682,603,390,584,218,568,"{'AFRICA_2024_DynamicWorld_2024_35PQS_M_R': 568, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PQS_M_R': 390, 'AFRICA_2024_GLC_FCS30D_2022_35PQS_M_R': 603, 'AFRICA_2024_GSW_Yearly_2021_35PQS_M_R': 218, 'AFRICA_2024_GWL_FCS30D_2022_35PQS_M_R': 682, 'AFRICA_2024_WorldCover_2021_35PQS_M_R': 584}",35PQS
71,927,804,647,784,273,744,"{'AFRICA_2024_DynamicWorld_2024_36NTM_M_R': 744, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NTM_M_R': 647, 'AFRICA_2024_GLC_FCS30D_2022_36NTM_M_R': 804, 'AFRICA_2024_GSW_Yearly_2021_36NTM_M_R': 273, 'AFRICA_2024_GWL_FCS30D_2022_36NTM_M_R': 927, 'AFRICA_2024_WorldCover_2021_36NTM_M_R': 784}",36NTM
72,548,456,361,441,77,403,"{'AFRICA_2024_DynamicWorld_2024_36NTK_M_R': 403, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NTK_M_R': 361, 'AFRICA_2024_GLC_FCS30D_2022_36NTK_M_R': 456, 'AFRICA_2024_GSW_Yearly_2021_36NTK_M_R': 77, 'AFRICA_2024_GWL_FCS30D_2022_36NTK_M_R': 548, 'AFRICA_2024_WorldCover_2021_36NTK_M_R': 441}",36NTK
73,2220,1924,1401,1986,1102,1812,"{'AFRICA_2024_DynamicWorld_2024_35PQM_M_R': 1812, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PQM_M_R': 1401, 'AFRICA_2024_GLC_FCS30D_2022_35PQM_M_R': 1924, 'AFRICA_2024_GSW_Yearly_2021_35PQM_M_R': 1102, 'AFRICA_2024_GWL_FCS30D_2022_35PQM_M_R': 2220, 'AFRICA_2024_WorldCover_2021_35PQM_M_R': 1986}",35PQM
74,1398,1219,1016,1209,551,1147,"{'AFRICA_2024_DynamicWorld_2024_36NTN_M_R': 1147, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R': 1016, 'AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R': 1219, 'AFRICA_2024_GSW_Yearly_2021_36NTN_M_R': 551, 'AFRICA_2024_GWL_FCS30D_2022_36NTN_M_R': 1398, 'AFRICA_2024_WorldCover_2021_36NTN_M_R': 1209}",36NTN
75,1431,1263,1117,1225,508,1172,"{'AFRICA_2024_DynamicWorld_2024_36NUK_M_R': 1172, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R': 1117, 'AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R': 1263, 'AFRICA_2024_GSW_Yearly_2021_36NUK_M_R': 508, 'AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R': 1431, 'AFRICA_2024_WorldCover_2021_36NUK_M_R': 1225}",36NUK
76,676,593,496,553,188,524,"{'AFRICA_2024_DynamicWorld_2024_36NTL_M_R': 524, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NTL_M_R': 496, 'AFRICA_2024_GLC_FCS30D_2022_36NTL_M_R': 593, 'AFRICA_2024_GSW_Yearly_2021_36NTL_M_R': 188, 'AFRICA_2024_GWL_FCS30D_2022_36NTL_M_R': 676, 'AFRICA_2024_WorldCover_2021_36NTL_M_R': 553}",36NTL
77,1594,1426,1127,1470,787,1307,"{'AFRICA_2024_DynamicWorld_2024_36NTP_M_R': 1307, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NTP_M_R': 1127, 'AFRICA_2024_GLC_FCS30D_2022_36NTP_M_R': 1426, 'AFRICA_2024_GSW_Yearly_2021_36NTP_M_R': 787, 'AFRICA_2024_GWL_FCS30D_2022_36NTP_M_R': 1594, 'AFRICA_2024_WorldCover_2021_36NTP_M_R': 1470}",36NTP
78,980,852,741,796,297,529,"{'AFRICA_2024_DynamicWorld_2024_36NVJ_M_R': 529, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NVJ_M_R': 741, 'AFRICA_2024_GLC_FCS30D_2022_36NVJ_M_R': 852, 'AFRICA_2024_GSW_Yearly_2021_36NVJ_M_R': 297, 'AFRICA_2024_GWL_FCS30D_2022_36NVJ_M_R': 980, 'AFRICA_2024_WorldCover_2021_36NVJ_M_R': 796}",36NVJ
79,1109,989,772,1055,515,884,"{'AFRICA_2024_DynamicWorld_2024_36NUN_M_R': 884, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R': 772, 'AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R': 989, 'AFRICA_2024_GSW_Yearly_2021_36NUN_M_R': 515, 'AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R': 1109, 'AFRICA_2024_WorldCover_2021_36NUN_M_R': 1055}",36NUN
80,1232,1094,794,1180,528,994,"{'AFRICA_2024_DynamicWorld_2024_36NUP_M_R': 994, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NUP_M_R': 794, 'AFRICA_2024_GLC_FCS30D_2022_36NUP_M_R': 1094, 'AFRICA_2024_GSW_Yearly_2021_36NUP_M_R': 528, 'AFRICA_2024_GWL_FCS30D_2022_36NUP_M_R': 1232, 'AFRICA_2024_WorldCover_2021_36NUP_M_R': 1180}",36NUP
81,1355,1197,975,1250,478,1063,"{'AFRICA_2024_DynamicWorld_2024_36NUM_M_R': 1063, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NUM_M_R': 975, 'AFRICA_2024_GLC_FCS30D_2022_36NUM_M_R': 1197, 'AFRICA_2024_GSW_Yearly_2021_36NUM_M_R': 478, 'AFRICA_2024_GWL_FCS30D_2022_36NUM_M_R': 1355, 'AFRICA_2024_WorldCover_2021_36NUM_M_R': 1250}",36NUM
82,74,65,35,71,6,37,"{'AFRICA_2024_DynamicWorld_2024_35QRU_M_R': 37, 'AFRICA_2024_ESRI_Annual_LULC_2024_35QRU_M_R': 35, 'AFRICA_2024_GLC_FCS30D_2022_35QRU_M_R': 65, 'AFRICA_2024_GSW_Yearly_2021_35QRU_M_R': 6, 'AFRICA_2024_GWL_FCS30D_2022_35QRU_M_R': 74, 'AFRICA_2024_WorldCover_2021_35QRU_M_R': 71}",35QRU
83,1898,1682,1439,1737,650,1567,"{'AFRICA_2024_DynamicWorld_2024_36NUL_M_R': 1567, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R': 1439, 'AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R': 1682, 'AFRICA_2024_GSW_Yearly_2021_36NUL_M_R': 650, 'AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R': 1898, 'AFRICA_2024_WorldCover_2021_36NUL_M_R': 1737}",36NUL
84,275,231,72,209,86,215,"{'AFRICA_2024_DynamicWorld_2024_35PRT_M_R': 215, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PRT_M_R': 72, 'AFRICA_2024_GLC_FCS30D_2022_35PRT_M_R': 231, 'AFRICA_2024_GSW_Yearly_2021_35PRT_M_R': 86, 'AFRICA_2024_GWL_FCS30D_2022_35PRT_M_R': 275, 'AFRICA_2024_WorldCover_2021_35PRT_M_R': 209}",35PRT
85,933,823,565,796,334,735,"{'AFRICA_2024_DynamicWorld_2024_35PRP_M_R': 735, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R': 565, 'AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R': 823, 'AFRICA_2024_GSW_Yearly_2021_35PRP_M_R': 334, 'AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R': 933, 'AFRICA_2024_WorldCover_2021_35PRP_M_R': 796}",35PRP
86,2252,2014,1581,1996,929,1902,"{'AFRICA_2024_DynamicWorld_2024_35PRL_M_R': 1902, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PRL_M_R': 1581, 'AFRICA_2024_GLC_FCS30D_2022_35PRL_M_R': 2014, 'AFRICA_2024_GSW_Yearly_2021_35PRL_M_R': 929, 'AFRICA_2024_GWL_FCS30D_2022_35PRL_M_R': 2252, 'AFRICA_2024_WorldCover_2021_35PRL_M_R': 1996}",35PRL
87,940,817,650,796,194,759,"{'AFRICA_2024_DynamicWorld_2024_36NVK_M_R': 759, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NVK_M_R': 650, 'AFRICA_2024_GLC_FCS30D_2022_36NVK_M_R': 817, 'AFRICA_2024_GSW_Yearly_2021_36NVK_M_R': 194, 'AFRICA_2024_GWL_FCS30D_2022_36NVK_M_R': 940, 'AFRICA_2024_WorldCover_2021_36NVK_M_R': 796}",36NVK
88,1507,1393,949,1309,846,1268,"{'AFRICA_2024_DynamicWorld_2024_35PRQ_M_R': 1268, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R': 949, 'AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R': 1393, 'AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R': 846, 'AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R': 1507, 'AFRICA_2024_WorldCover_2021_35PRQ_M_R': 1309}",35PRQ
89,482,421,258,402,65,365,"{'AFRICA_2024_DynamicWorld_2024_35PRR_M_R': 365, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PRR_M_R': 258, 'AFRICA_2024_GLC_FCS30D_2022_35PRR_M_R': 421, 'AFRICA_2024_GSW_Yearly_2021_35PRR_M_R': 65, 'AFRICA_2024_GWL_FCS30D_2022_35PRR_M_R': 482, 'AFRICA_2024_WorldCover_2021_35PRR_M_R': 402}",35PRR
90,1900,1704,1414,1757,867,1611,"{'AFRICA_2024_DynamicWorld_2024_35PRK_M_R': 1611, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PRK_M_R': 1414, 'AFRICA_2024_GLC_FCS30D_2022_35PRK_M_R': 1704, 'AFRICA_2024_GSW_Yearly_2021_35PRK_M_R': 867, 'AFRICA_2024_GWL_FCS30D_2022_35PRK_M_R': 1900, 'AFRICA_2024_WorldCover_2021_35PRK_M_R': 1757}",35PRK
91,743,627,412,647,158,541,"{'AFRICA_2024_DynamicWorld_2024_35PRN_M_R': 541, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PRN_M_R': 412, 'AFRICA_2024_GLC_FCS30D_2022_35PRN_M_R': 627, 'AFRICA_2024_GSW_Yearly_2021_35PRN_M_R': 158, 'AFRICA_2024_GWL_FCS30D_2022_35PRN_M_R': 743, 'AFRICA_2024_WorldCover_2021_35PRN_M_R': 647}",35PRN
92,528,496,269,431,140,410,"{'AFRICA_2024_DynamicWorld_2024_35PRS_M_R': 410, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PRS_M_R': 269, 'AFRICA_2024_GLC_FCS30D_2022_35PRS_M_R': 496, 'AFRICA_2024_GSW_Yearly_2021_35PRS_M_R': 140, 'AFRICA_2024_GWL_FCS30D_2022_35PRS_M_R': 528, 'AFRICA_2024_WorldCover_2021_35PRS_M_R': 431}",35PRS
93,721,622,488,563,103,397,"{'AFRICA_2024_DynamicWorld_2024_36NWJ_M_R': 397, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NWJ_M_R': 488, 'AFRICA_2024_GLC_FCS30D_2022_36NWJ_M_R': 622, 'AFRICA_2024_GSW_Yearly_2021_36NWJ_M_R': 103, 'AFRICA_2024_GWL_FCS30D_2022_36NWJ_M_R': 721, 'AFRICA_2024_WorldCover_2021_36NWJ_M_R': 563}",36NWJ
94,808,722,548,631,96,536,"{'AFRICA_2024_DynamicWorld_2024_36NXJ_M_R': 536, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NXJ_M_R': 548, 'AFRICA_2024_GLC_FCS30D_2022_36NXJ_M_R': 722, 'AFRICA_2024_GSW_Yearly_2021_36NXJ_M_R': 96, 'AFRICA_2024_GWL_FCS30D_2022_36NXJ_M_R': 808, 'AFRICA_2024_WorldCover_2021_36NXJ_M_R': 631}",36NXJ
95,572,502,333,486,45,433,"{'AFRICA_2024_DynamicWorld_2024_36NVL_M_R': 433, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NVL_M_R': 333, 'AFRICA_2024_GLC_FCS30D_2022_36NVL_M_R': 502, 'AFRICA_2024_GSW_Yearly_2021_36NVL_M_R': 45, 'AFRICA_2024_GWL_FCS30D_2022_36NVL_M_R': 572, 'AFRICA_2024_WorldCover_2021_36NVL_M_R': 486}",36NVL
96,1419,1234,854,1247,558,1148,"{'AFRICA_2024_DynamicWorld_2024_35PRM_M_R': 1148, 'AFRICA_2024_ESRI_Annual_LULC_2024_35PRM_M_R': 854, 'AFRICA_2024_GLC_FCS30D_2022_35PRM_M_R': 1234, 'AFRICA_2024_GSW_Yearly_2021_35PRM_M_R': 558, 'AFRICA_2024_GWL_FCS30D_2022_35PRM_M_R': 1419, 'AFRICA_2024_WorldCover_2021_35PRM_M_R': 1247}",35PRM
97,222,190,92,189,51,180,"{'AFRICA_2024_DynamicWorld_2024_36NVM_M_R': 180, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NVM_M_R': 92, 'AFRICA_2024_GLC_FCS30D_2022_36NVM_M_R': 190, 'AFRICA_2024_GSW_Yearly_2021_36NVM_M_R': 51, 'AFRICA_2024_GWL_FCS30D_2022_36NVM_M_R': 222, 'AFRICA_2024_WorldCover_2021_36NVM_M_R': 189}",36NVM
98,1064,990,794,816,383,422,"{'AFRICA_2024_DynamicWorld_2024_36NYJ_M_R': 422, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NYJ_M_R': 794, 'AFRICA_2024_GLC_FCS30D_2022_36NYJ_M_R': 990, 'AFRICA_2024_GSW_Yearly_2021_36NYJ_M_R': 383, 'AFRICA_2024_GWL_FCS30D_2022_36NYJ_M_R': 1064, 'AFRICA_2024_WorldCover_2021_36NYJ_M_R': 816}",36NYJ
99,835,744,547,809,407,719,"{'AFRICA_2024_DynamicWorld_2024_36NVN_M_R': 719, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NVN_M_R': 547, 'AFRICA_2024_GLC_FCS30D_2022_36NVN_M_R': 744, 'AFRICA_2024_GSW_Yearly_2021_36NVN_M_R': 407, 'AFRICA_2024_GWL_FCS30D_2022_36NVN_M_R': 835, 'AFRICA_2024_WorldCover_2021_36NVN_M_R': 809}",36NVN
100,1361,1202,940,1231,567,1218,"{'AFRICA_2024_DynamicWorld_2024_36NXN_M_R': 1218, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R': 940, 'AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R': 1202, 'AFRICA_2024_GSW_Yearly_2021_36NXN_M_R': 567, 'AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R': 1361, 'AFRICA_2024_WorldCover_2021_36NXN_M_R': 1231}",36NXN
101,838,719,533,726,69,652,"{'AFRICA_2024_DynamicWorld_2024_36NWK_M_R': 652, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NWK_M_R': 533, 'AFRICA_2024_GLC_FCS30D_2022_36NWK_M_R': 719, 'AFRICA_2024_GSW_Yearly_2021_36NWK_M_R': 69, 'AFRICA_2024_GWL_FCS30D_2022_36NWK_M_R': 838, 'AFRICA_2024_WorldCover_2021_36NWK_M_R': 726}",36NWK
102,1543,1371,1102,1419,625,1323,"{'AFRICA_2024_DynamicWorld_2024_36NXP_M_R': 1323, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NXP_M_R': 1102, 'AFRICA_2024_GLC_FCS30D_2022_36NXP_M_R': 1371, 'AFRICA_2024_GSW_Yearly_2021_36NXP_M_R': 625, 'AFRICA_2024_GWL_FCS30D_2022_36NXP_M_R': 1543, 'AFRICA_2024_WorldCover_2021_36NXP_M_R': 1419}",36NXP
103,1453,1379,1201,1170,575,681,"{'AFRICA_2024_DynamicWorld_2024_36NZJ_M_R': 681, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NZJ_M_R': 1201, 'AFRICA_2024_GLC_FCS30D_2022_36NZJ_M_R': 1379, 'AFRICA_2024_GSW_Yearly_2021_36NZJ_M_R': 575, 'AFRICA_2024_GWL_FCS30D_2022_36NZJ_M_R': 1453, 'AFRICA_2024_WorldCover_2021_36NZJ_M_R': 1170}",36NZJ
104,1026,921,701,862,96,826,"{'AFRICA_2024_DynamicWorld_2024_36NXK_M_R': 826, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NXK_M_R': 701, 'AFRICA_2024_GLC_FCS30D_2022_36NXK_M_R': 921, 'AFRICA_2024_GSW_Yearly_2021_36NXK_M_R': 96, 'AFRICA_2024_GWL_FCS30D_2022_36NXK_M_R': 1026, 'AFRICA_2024_WorldCover_2021_36NXK_M_R': 862}",36NXK
105,747,663,504,620,89,615,"{'AFRICA_2024_DynamicWorld_2024_36NXM_M_R': 615, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NXM_M_R': 504, 'AFRICA_2024_GLC_FCS30D_2022_36NXM_M_R': 663, 'AFRICA_2024_GSW_Yearly_2021_36NXM_M_R': 89, 'AFRICA_2024_GWL_FCS30D_2022_36NXM_M_R': 747, 'AFRICA_2024_WorldCover_2021_36NXM_M_R': 620}",36NXM
106,1035,926,707,1016,577,872,"{'AFRICA_2024_DynamicWorld_2024_36NVP_M_R': 872, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NVP_M_R': 707, 'AFRICA_2024_GLC_FCS30D_2022_36NVP_M_R': 926, 'AFRICA_2024_GSW_Yearly_2021_36NVP_M_R': 577, 'AFRICA_2024_GWL_FCS30D_2022_36NVP_M_R': 1035, 'AFRICA_2024_WorldCover_2021_36NVP_M_R': 1016}",36NVP
107,550,477,297,460,170,441,"{'AFRICA_2024_DynamicWorld_2024_36NWM_M_R': 441, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NWM_M_R': 297, 'AFRICA_2024_GLC_FCS30D_2022_36NWM_M_R': 477, 'AFRICA_2024_GSW_Yearly_2021_36NWM_M_R': 170, 'AFRICA_2024_GWL_FCS30D_2022_36NWM_M_R': 550, 'AFRICA_2024_WorldCover_2021_36NWM_M_R': 460}",36NWM
108,924,824,657,787,34,741,"{'AFRICA_2024_DynamicWorld_2024_36NWL_M_R': 741, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NWL_M_R': 657, 'AFRICA_2024_GLC_FCS30D_2022_36NWL_M_R': 824, 'AFRICA_2024_GSW_Yearly_2021_36NWL_M_R': 34, 'AFRICA_2024_GWL_FCS30D_2022_36NWL_M_R': 924, 'AFRICA_2024_WorldCover_2021_36NWL_M_R': 787}",36NWL
109,1187,1052,816,1126,592,1019,"{'AFRICA_2024_DynamicWorld_2024_36NWN_M_R': 1019, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NWN_M_R': 816, 'AFRICA_2024_GLC_FCS30D_2022_36NWN_M_R': 1052, 'AFRICA_2024_GSW_Yearly_2021_36NWN_M_R': 592, 'AFRICA_2024_GWL_FCS30D_2022_36NWN_M_R': 1187, 'AFRICA_2024_WorldCover_2021_36NWN_M_R': 1126}",36NWN
110,979,899,579,783,360,769,"{'AFRICA_2024_DynamicWorld_2024_36NXL_M_R': 769, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NXL_M_R': 579, 'AFRICA_2024_GLC_FCS30D_2022_36NXL_M_R': 899, 'AFRICA_2024_GSW_Yearly_2021_36NXL_M_R': 360, 'AFRICA_2024_GWL_FCS30D_2022_36NXL_M_R': 979, 'AFRICA_2024_WorldCover_2021_36NXL_M_R': 783}",36NXL
111,1061,918,780,923,129,857,"{'AFRICA_2024_DynamicWorld_2024_36NYN_M_R': 857, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R': 780, 'AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R': 918, 'AFRICA_2024_GSW_Yearly_2021_36NYN_M_R': 129, 'AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R': 1061, 'AFRICA_2024_WorldCover_2021_36NYN_M_R': 923}",36NYN
112,1299,1148,918,1239,683,1117,"{'AFRICA_2024_DynamicWorld_2024_36NWP_M_R': 1117, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NWP_M_R': 918, 'AFRICA_2024_GLC_FCS30D_2022_36NWP_M_R': 1148, 'AFRICA_2024_GSW_Yearly_2021_36NWP_M_R': 683, 'AFRICA_2024_GWL_FCS30D_2022_36NWP_M_R': 1299, 'AFRICA_2024_WorldCover_2021_36NWP_M_R': 1239}",36NWP
113,912,809,658,758,27,738,"{'AFRICA_2024_DynamicWorld_2024_36NYM_M_R': 738, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NYM_M_R': 658, 'AFRICA_2024_GLC_FCS30D_2022_36NYM_M_R': 809, 'AFRICA_2024_GSW_Yearly_2021_36NYM_M_R': 27, 'AFRICA_2024_GWL_FCS30D_2022_36NYM_M_R': 912, 'AFRICA_2024_WorldCover_2021_36NYM_M_R': 758}",36NYM
114,880,806,539,688,134,706,"{'AFRICA_2024_DynamicWorld_2024_36NYK_M_R': 706, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NYK_M_R': 539, 'AFRICA_2024_GLC_FCS30D_2022_36NYK_M_R': 806, 'AFRICA_2024_GSW_Yearly_2021_36NYK_M_R': 134, 'AFRICA_2024_GWL_FCS30D_2022_36NYK_M_R': 880, 'AFRICA_2024_WorldCover_2021_36NYK_M_R': 688}",36NYK
115,736,630,575,659,93,581,"{'AFRICA_2024_DynamicWorld_2024_36NYP_M_R': 581, 'AFRICA_2024_ESRI_Annual_LULC_2024_36NYP_M_R': 575, 'AFRICA_2024_GLC_FCS30D_2022_36NYP_M_R': 630, 'AFRICA_2024_GSW_Yearly_2021_36NYP_M_R': 93, 'AFRICA_2024_GWL_FCS30D_2022_36NYP_M_R': 736, 'AFRICA_2024_WorldCover_2021_36NYP_M_R': 659}",36NYP
