Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_37PET_M_R,Shrubland,1,1,1,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PET_M_R,Grassland,0,11,3,1,4,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PET_M_R,Cropland,20,0,52,11,17,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PET_M_R,Wetland,17,16,34,2,10,0,19,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PET_M_R,Lichens_and_Mosses,1,1,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PET_M_R,Bareland,50,48,0,31,8,16,33,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PET_M_R,Built-up,15,9,18,0,8,0,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PET_M_R,Forest,22,33,33,7,0,5,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PET_M_R,Water,24,17,67,15,4,20,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PET_M_R,Permanent_ice_and_snow,0,0,3,0,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,Grassland,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,Cropland,0,0,0,0,0,7,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,Bareland,0,0,0,0,0,32,5,27,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,Water,0,0,0,0,0,48,0,20,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,Wetland,0,0,0,0,0,0,0,58,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,Forest,0,0,0,0,0,8,0,5,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PET_M_R,Grassland,0,0,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PET_M_R,Cropland,0,0,0,0,0,0,36,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PET_M_R,Wetland,0,0,0,0,0,0,58,0,22,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PET_M_R,Bareland,0,0,0,0,0,0,111,0,25,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PET_M_R,Built-up,0,0,0,0,0,0,16,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PET_M_R,Water,0,0,0,0,0,0,0,0,37,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PET_M_R,Forest,0,0,0,0,0,0,11,0,2,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,Cropland,44,0,28,17,13,7,0,0,0,25,20,0
AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,Bareland,54,47,0,44,15,52,12,0,0,44,27,0
AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,Built-up,10,11,10,0,8,6,0,0,0,6,3,0
AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,Water,35,33,49,29,2,82,0,0,0,19,2,0
AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,Forest,33,34,20,16,0,11,0,0,0,21,17,0
AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,Grassland,0,6,1,1,4,0,0,0,0,7,0,0
AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,Wetland,12,21,12,4,1,0,0,0,0,4,2,0
AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,Permanent_ice_and_snow,0,1,0,1,0,0,0,0,0,1,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,Grassland,0,3,0,7,15,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,Bareland,0,41,0,47,24,2,55,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,Built-up,0,2,4,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,Wetland,0,11,13,12,34,0,53,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,Cropland,0,0,4,19,26,0,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,Water,0,8,48,22,8,1,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,Forest,0,24,1,19,0,0,4,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PET_M_R,Cropland,2,0,20,0,16,2,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PET_M_R,Forest,6,8,3,0,0,1,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PET_M_R,Grassland,0,3,7,0,2,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PET_M_R,Wetland,0,2,29,0,16,0,21,0,0,0,0,2
AFRICA_2024_DynamicWorld_2024_37PET_M_R,Bareland,0,11,0,0,4,9,16,0,0,0,0,2
AFRICA_2024_DynamicWorld_2024_37PET_M_R,Built-up,0,6,16,0,3,0,5,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PET_M_R,Water,0,0,40,0,4,7,0,0,0,0,0,9
