,0
Forest,909
Cropland,743
Water,524
Grassland,502
Wetland,386
Built-up,325
Bareland,305
Shrubland,172
Non_Wetland,171
Lichens_and_Mosses,18
Non_Water,16
Permanent_ice_and_snow,1
