Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36PWS_M_R,Shrubland,3,1,2,2,1,2,1,0,0,0
AFRICA_2024_WorldCover_2021_36PWS_M_R,Grassland,0,3,25,4,1,5,12,0,0,0
AFRICA_2024_WorldCover_2021_36PWS_M_R,Cropland,63,0,41,15,3,13,25,0,0,0
AFRICA_2024_WorldCover_2021_36PWS_M_R,Wetland,61,4,0,5,0,13,30,0,0,0
AFRICA_2024_WorldCover_2021_36PWS_M_R,Bareland,24,2,8,0,0,2,6,0,0,0
AFRICA_2024_WorldCover_2021_36PWS_M_R,Built-up,9,1,2,4,0,0,7,0,0,0
AFRICA_2024_WorldCover_2021_36PWS_M_R,Forest,65,8,37,14,6,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWS_M_R,Water,65,13,36,21,0,0,23,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,Grassland,0,0,1,0,0,0,0,38,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,Cropland,0,0,1,0,0,1,0,55,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,Bareland,0,0,0,0,0,0,0,10,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,Built-up,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,Forest,0,0,6,0,0,0,0,65,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,Wetland,0,0,0,0,0,3,0,149,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWS_M_R,Water,0,0,5,0,0,0,0,54,0,0
AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,Shrubland,0,0,0,0,0,1,0,0,1,0
AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,Grassland,0,0,0,0,0,17,0,0,2,0
AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,Cropland,0,0,0,0,0,23,0,0,2,0
AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,Bareland,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,Wetland,0,0,0,0,0,33,0,0,1,0
AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,Built-up,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,Forest,0,0,0,0,0,17,0,0,2,0
AFRICA_2024_GSW_Yearly_2021_36PWS_M_R,Water,0,0,0,0,0,0,0,0,14,0
AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R,Cropland,21,0,1,28,7,1,26,0,0,61
AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R,Water,25,31,5,36,4,0,20,0,0,63
AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R,Wetland,11,17,0,19,4,3,27,0,0,53
AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R,Bareland,1,4,0,0,1,0,4,0,0,16
AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R,Built-up,4,4,0,1,0,0,3,0,0,9
AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R,Forest,22,31,6,18,13,0,0,0,0,61
AFRICA_2024_GLC_FCS30D_2022_36PWS_M_R,Grassland,0,9,1,13,1,0,13,0,0,26
AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R,Water,0,36,36,1,4,0,10,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R,Grassland,0,37,7,1,3,5,15,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R,Built-up,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R,Forest,0,35,17,0,15,13,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R,Cropland,0,0,8,1,4,9,21,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R,Wetland,0,22,0,1,2,13,18,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWS_M_R,Bareland,0,6,0,0,0,10,3,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWS_M_R,Water,13,16,15,2,0,0,6,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWS_M_R,Wetland,5,7,0,0,0,4,6,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWS_M_R,Forest,6,10,12,0,0,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWS_M_R,Cropland,2,0,6,2,0,4,6,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWS_M_R,Grassland,0,5,7,2,0,5,5,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWS_M_R,Bareland,0,1,2,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWS_M_R,Built-up,0,2,0,0,0,0,4,0,0,0
