Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_35PRQ_M_R,Shrubland,3,3,1,1,3,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRQ_M_R,Grassland,0,8,1,1,12,14,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRQ_M_R,Cropland,72,0,20,7,63,30,4,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRQ_M_R,Wetland,39,22,1,0,72,0,31,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRQ_M_R,Lichens_and_Mosses,1,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRQ_M_R,Bareland,40,30,0,9,15,10,9,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRQ_M_R,Built-up,12,8,11,0,10,0,2,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRQ_M_R,Forest,37,14,2,0,0,11,6,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRQ_M_R,Water,41,28,26,0,47,8,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,Grassland,0,0,0,0,0,0,0,39,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,Cropland,0,0,0,0,0,7,0,72,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,Wetland,0,0,0,0,0,0,0,162,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,Water,0,0,0,0,0,26,0,28,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,Forest,0,0,0,0,0,10,0,43,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,Bareland,0,0,0,0,0,3,1,10,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,Grassland,0,0,0,0,0,0,19,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,Cropland,0,0,0,0,0,0,66,0,11,0,0
AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,Built-up,0,0,0,0,0,0,8,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,Bareland,0,0,0,0,0,0,41,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,Wetland,0,0,0,0,0,0,60,0,14,0,0
AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,Water,0,0,0,0,0,0,0,0,51,0,0
AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,Forest,0,0,0,0,0,0,18,0,2,0,0
AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,Water,61,53,31,13,10,26,0,0,0,29,0
AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,Cropland,60,0,14,17,30,7,0,0,0,59,7
AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,Wetland,38,41,4,0,19,0,0,0,0,46,0
AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,Bareland,38,24,0,24,8,3,1,0,0,24,6
AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,Built-up,13,7,3,0,1,0,0,0,0,8,3
AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,Forest,32,39,5,7,0,10,0,0,0,40,0
AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,Grassland,0,9,1,0,5,0,0,0,0,11,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,Grassland,0,20,3,6,4,20,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,Wetland,0,37,1,4,5,0,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,Forest,0,30,0,12,0,26,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,Water,0,23,7,17,1,12,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,Cropland,0,0,8,17,17,28,12,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,Bareland,0,21,0,26,0,0,13,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,Cropland,10,0,18,0,15,17,14,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,Wetland,22,23,4,0,16,0,13,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,Forest,3,14,1,0,0,7,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,Water,4,7,12,0,0,14,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,Grassland,0,8,9,0,5,7,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,Bareland,0,3,0,0,0,0,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,Built-up,0,6,12,0,0,0,1,0,0,0,0
