Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37NFJ_M_R,Shrubland,2,2,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFJ_M_R,Grassland,0,16,6,5,10,10,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFJ_M_R,Cropland,69,0,42,24,45,35,10,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFJ_M_R,Wetland,36,16,7,0,16,0,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFJ_M_R,Lichens_and_Mosses,1,1,1,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFJ_M_R,Bareland,44,28,0,12,21,6,19,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFJ_M_R,Built-up,10,10,8,0,8,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFJ_M_R,Water,90,73,72,2,53,29,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFJ_M_R,Forest,56,45,34,21,0,23,10,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,Grassland,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,Cropland,0,0,0,0,0,0,45,18,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,Wetland,0,0,0,0,0,0,16,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,Bareland,0,0,0,0,0,0,36,13,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,Water,0,0,0,0,0,0,0,67,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,Forest,0,0,0,0,0,0,28,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,Grassland,0,0,0,0,0,2,0,0,11,0,0
AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,Cropland,0,0,0,0,0,12,12,0,49,0,0
AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,Bareland,0,0,0,0,0,5,6,0,9,0,0
AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,Forest,0,0,0,0,0,12,9,0,34,0,0
AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,Built-up,0,0,0,0,0,0,0,0,6,0,0
AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,Wetland,0,0,0,0,0,0,0,0,62,0,0
AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,Water,0,0,0,0,0,24,0,0,24,0,0
AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,Water,37,63,65,29,40,24,0,0,0,32,6
AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,Cropland,35,0,51,29,44,12,12,0,0,48,12
AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,Bareland,31,45,0,24,22,5,6,0,0,29,4
AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,Built-up,7,8,6,0,8,0,0,0,0,9,1
AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,Forest,32,49,39,32,0,12,9,0,0,40,12
AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,Grassland,0,18,11,6,16,2,0,0,0,16,1
AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,Wetland,6,13,13,1,11,0,0,0,0,8,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,Grassland,0,31,2,15,16,0,8,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,Bareland,0,28,0,9,15,0,51,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,Built-up,0,3,1,0,3,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,Forest,0,43,5,28,0,0,47,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,Cropland,0,0,11,36,40,0,45,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,Wetland,0,20,0,3,7,0,28,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,Water,0,53,21,1,20,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,Cropland,27,0,16,0,19,15,26,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,Bareland,3,7,0,0,5,3,17,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,Water,7,24,31,0,24,14,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,Forest,10,21,9,0,0,11,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,Wetland,2,13,4,0,7,0,11,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,Built-up,2,11,3,0,7,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,Grassland,0,6,5,0,4,1,4,0,0,0,0
