Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_38NKM_M_R,Shrubland,2,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKM_M_R,Grassland,0,10,3,1,4,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKM_M_R,Cropland,85,0,64,2,70,23,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKM_M_R,Wetland,75,28,30,0,54,0,2,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKM_M_R,Lichens_and_Mosses,1,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKM_M_R,Bareland,59,25,0,8,37,10,1,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKM_M_R,Built-up,7,1,4,0,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKM_M_R,Water,107,65,93,0,86,42,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKM_M_R,Forest,74,29,20,0,0,27,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,Grassland,0,0,0,0,0,0,14,6,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,Cropland,0,0,0,0,0,0,88,32,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,Wetland,0,0,0,0,0,0,51,21,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,Bareland,0,0,0,0,0,0,58,24,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,Water,0,0,0,0,0,0,0,96,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKM_M_R,Forest,0,0,0,0,0,0,42,23,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,Cropland,0,0,0,0,0,32,19,0,49,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,Wetland,0,0,0,0,0,0,0,0,88,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,Grassland,0,0,0,0,0,5,0,0,20,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,Bareland,0,0,0,0,0,26,16,0,9,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,Water,0,0,0,0,0,36,0,0,37,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKM_M_R,Forest,0,0,0,0,0,26,15,0,48,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,Cropland,71,0,33,15,14,32,19,0,0,49,15
AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,Wetland,22,30,9,1,2,0,0,0,0,10,3
AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,Bareland,54,42,0,21,11,26,16,0,0,37,9
AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,Built-up,6,3,2,0,0,0,0,0,0,5,0
AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,Water,57,57,33,13,15,36,0,0,0,32,12
AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,Forest,59,60,32,15,0,26,15,0,0,37,12
AFRICA_2024_GLC_FCS30D_2022_38NKM_M_R,Grassland,0,13,1,0,0,5,0,0,0,5,1
AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,Grassland,0,21,5,4,23,11,10,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,Wetland,0,62,10,0,26,0,46,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,Bareland,0,52,0,9,8,0,41,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,Water,0,83,38,0,8,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,Forest,0,59,0,8,0,8,37,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKM_M_R,Cropland,0,0,10,12,36,11,44,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKM_M_R,Cropland,11,0,31,0,33,19,21,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKM_M_R,Wetland,3,32,31,0,32,0,27,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKM_M_R,Forest,1,15,8,0,0,15,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKM_M_R,Grassland,0,12,12,0,11,9,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKM_M_R,Bareland,0,11,0,0,3,0,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKM_M_R,Built-up,0,1,5,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKM_M_R,Water,0,35,46,0,26,20,0,0,0,0,0
