Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37NEF_M_R,Shrubland,3,3,2,1,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEF_M_R,Grassland,0,5,3,1,2,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEF_M_R,Cropland,58,0,33,14,12,30,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEF_M_R,Wetland,14,7,4,0,4,22,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEF_M_R,Lichens_and_Mosses,1,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEF_M_R,Bareland,46,23,0,8,13,18,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEF_M_R,Built-up,11,7,6,0,2,8,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEF_M_R,Water,75,44,65,0,0,56,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NEF_M_R,Forest,57,28,28,11,10,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,Shrubland,0,0,0,0,4,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,Grassland,0,0,0,0,8,0,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,Cropland,0,0,0,0,32,0,0,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,Wetland,0,0,0,0,10,0,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,Bareland,0,0,0,0,37,0,0,11,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,Built-up,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,Forest,0,0,0,0,49,0,0,12,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,Water,0,0,0,0,0,0,0,56,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,Water,48,32,58,24,0,32,36,0,75,6,0
AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,Cropland,31,0,23,16,0,24,3,0,69,3,0
AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,Bareland,39,26,0,11,0,13,5,0,38,0,0
AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,Built-up,8,5,3,0,0,4,0,0,10,0,0
AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,Forest,31,39,35,19,2,0,10,0,63,8,0
AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,Grassland,0,4,6,0,0,3,0,0,11,1,0
AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,Wetland,1,1,4,0,0,3,0,0,4,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,Water,0,16,17,2,0,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,Grassland,0,9,3,3,9,10,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,Forest,0,16,1,19,55,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,Cropland,0,0,7,21,31,31,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,Bareland,0,15,0,9,48,17,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,Wetland,0,0,1,1,19,3,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEF_M_R,Water,0,0,0,0,0,0,36,0,0,0,5
AFRICA_2024_GWL_FCS30D_2022_37NEF_M_R,Forest,0,0,0,0,2,0,10,0,0,0,7
AFRICA_2024_GWL_FCS30D_2022_37NEF_M_R,Cropland,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NEF_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,16
AFRICA_2024_GWL_FCS30D_2022_37NEF_M_R,Bareland,0,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEF_M_R,Cropland,8,0,9,0,4,12,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEF_M_R,Forest,3,11,6,0,6,0,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEF_M_R,Water,0,16,20,0,0,13,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEF_M_R,Grassland,0,8,8,0,2,5,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEF_M_R,Wetland,0,5,6,0,6,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEF_M_R,Bareland,0,7,0,0,9,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NEF_M_R,Built-up,0,4,2,0,0,0,0,0,0,0,0
