Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36NUK_M_R,Shrubland,2,2,1,1,1,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUK_M_R,Grassland,0,5,15,2,4,18,1,0,0,0
AFRICA_2024_WorldCover_2021_36NUK_M_R,Cropland,33,0,4,5,12,18,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUK_M_R,Wetland,67,0,0,6,0,59,25,0,0,0
AFRICA_2024_WorldCover_2021_36NUK_M_R,Bareland,11,0,0,0,1,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUK_M_R,Built-up,13,10,0,6,0,8,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUK_M_R,Forest,74,19,37,21,18,0,16,0,0,0
AFRICA_2024_WorldCover_2021_36NUK_M_R,Water,69,5,41,37,2,63,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R,Cropland,0,0,0,0,0,0,0,14,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R,Forest,0,0,25,0,0,0,8,85,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R,Wetland,0,0,0,0,0,0,10,151,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R,Water,0,0,28,0,0,0,0,62,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R,Grassland,0,0,6,0,0,0,0,35,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R,Bareland,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_36NUK_M_R,Grassland,0,0,0,0,0,0,6,0,1,0
AFRICA_2024_GSW_Yearly_2021_36NUK_M_R,Forest,0,0,0,0,0,0,50,0,21,0
AFRICA_2024_GSW_Yearly_2021_36NUK_M_R,Wetland,0,0,0,0,0,0,48,0,20,0
AFRICA_2024_GSW_Yearly_2021_36NUK_M_R,Water,0,0,0,0,0,0,0,0,52,0
AFRICA_2024_GSW_Yearly_2021_36NUK_M_R,Bareland,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R,Cropland,1,0,0,2,4,22,0,0,0,27
AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R,Wetland,1,21,0,22,5,31,10,0,0,47
AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R,Bareland,5,3,0,0,5,4,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R,Built-up,5,10,0,2,0,8,0,0,0,12
AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R,Water,14,27,28,32,17,43,0,0,0,56
AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R,Forest,20,44,25,27,21,0,8,0,0,75
AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R,Grassland,0,20,6,5,5,23,0,0,0,28
AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R,Wetland,0,10,0,0,7,30,44,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R,Forest,0,23,44,0,22,0,48,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R,Grassland,0,7,20,0,8,28,14,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R,Cropland,0,0,9,0,13,15,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R,Bareland,0,1,1,0,0,7,9,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R,Built-up,0,1,0,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R,Water,0,4,64,0,2,17,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUK_M_R,Cropland,4,0,1,0,0,8,1,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUK_M_R,Wetland,33,12,0,0,0,42,28,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUK_M_R,Water,16,2,19,1,0,35,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUK_M_R,Forest,26,11,9,5,0,0,21,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUK_M_R,Grassland,0,3,1,3,0,2,3,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUK_M_R,Built-up,0,3,0,2,0,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUK_M_R,Bareland,0,0,1,0,0,2,3,0,0,0
