Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_35PQK_M_R,Shrubland,3,1,3,3,1,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQK_M_R,Grassland,0,1,48,2,4,17,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQK_M_R,Cropland,31,0,59,14,10,9,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQK_M_R,Wetland,109,2,0,22,26,48,13,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQK_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQK_M_R,Bareland,16,0,11,0,3,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQK_M_R,Built-up,6,0,3,4,0,4,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQK_M_R,Water,66,0,105,15,4,25,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQK_M_R,Forest,60,4,79,5,9,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQK_M_R,Permanent_ice_and_snow,2,0,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,Grassland,0,0,8,0,0,0,2,86,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,Cropland,0,0,3,0,0,0,0,72,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,Bareland,0,0,0,0,0,0,0,17,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,Forest,0,0,12,0,0,0,2,125,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,Wetland,0,0,0,0,0,0,18,283,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQK_M_R,Water,0,0,14,0,0,0,0,99,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,Cropland,0,0,0,0,0,0,21,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,Wetland,0,0,0,0,0,0,117,0,25,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,Bareland,0,0,0,0,0,0,6,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,Water,0,0,0,0,0,0,0,0,40,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,Forest,0,0,0,0,0,0,35,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQK_M_R,Grassland,0,0,0,0,0,0,20,0,1,0,0,0
AFRICA_2024_GLC_FCS30D_2022_35PQK_M_R,Cropland,12,0,3,11,2,15,0,0,0,44,0,0
AFRICA_2024_GLC_FCS30D_2022_35PQK_M_R,Wetland,20,23,0,34,7,48,18,0,0,91,0,0
