Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PFN_M_R,Shrubland,3,3,2,2,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFN_M_R,Grassland,0,8,13,3,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFN_M_R,Cropland,60,0,71,69,14,23,17,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFN_M_R,Wetland,34,57,0,61,0,12,14,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFN_M_R,Lichens_and_Mosses,1,2,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFN_M_R,Bareland,50,53,45,0,12,3,29,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFN_M_R,Built-up,10,10,5,12,0,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFN_M_R,Water,49,64,102,85,0,10,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFN_M_R,Forest,48,54,73,53,3,0,11,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFN_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFN_M_R,Grassland,0,0,0,0,0,0,0,25,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFN_M_R,Cropland,0,0,20,0,0,0,1,111,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFN_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFN_M_R,Bareland,0,0,18,0,0,0,2,73,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFN_M_R,Built-up,0,0,0,0,0,0,0,5,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFN_M_R,Forest,0,0,21,0,0,0,2,105,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFN_M_R,Wetland,0,0,0,0,0,0,1,235,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFN_M_R,Water,0,0,45,0,0,0,0,97,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFN_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFN_M_R,Grassland,0,0,0,0,0,0,11,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_37PFN_M_R,Cropland,0,0,0,0,0,0,54,0,14,0,0
AFRICA_2024_GSW_Yearly_2021_37PFN_M_R,Wetland,0,0,0,0,0,0,91,0,16,0,0
AFRICA_2024_GSW_Yearly_2021_37PFN_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFN_M_R,Bareland,0,0,0,0,0,0,79,0,20,0,0
AFRICA_2024_GSW_Yearly_2021_37PFN_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFN_M_R,Water,0,0,0,0,0,0,0,0,80,0,0
AFRICA_2024_GSW_Yearly_2021_37PFN_M_R,Forest,0,0,0,0,0,0,43,0,5,0,0
AFRICA_2024_GLC_FCS30D_2022_37PFN_M_R,Water,90,57,45,76,62,13,0,0,0,61,14
AFRICA_2024_GLC_FCS30D_2022_37PFN_M_R,Cropland,80,0,20,65,46,24,1,0,0,61,17
AFRICA_2024_GLC_FCS30D_2022_37PFN_M_R,Wetland,59,41,0,53,21,7,1,0,0,33,9
AFRICA_2024_GLC_FCS30D_2022_37PFN_M_R,Bareland,73,47,18,0,50,5,2,0,0,50,14
AFRICA_2024_GLC_FCS30D_2022_37PFN_M_R,Built-up,9,6,0,6,0,5,0,0,0,10,4
AFRICA_2024_GLC_FCS30D_2022_37PFN_M_R,Forest,69,48,21,54,38,0,2,0,0,47,13
AFRICA_2024_GLC_FCS30D_2022_37PFN_M_R,Grassland,0,7,0,5,0,6,0,0,0,6,1
AFRICA_2024_ESRI_Annual_LULC_2024_37PFN_M_R,Grassland,0,17,5,3,2,19,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFN_M_R,Wetland,0,71,0,8,1,63,36,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFN_M_R,Bareland,0,57,14,0,19,23,42,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFN_M_R,Built-up,0,2,0,1,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFN_M_R,Forest,0,54,34,2,19,0,21,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFN_M_R,Cropland,0,0,22,21,28,50,25,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFN_M_R,Water,0,79,13,54,1,26,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFN_M_R,Cropland,8,0,22,20,0,32,23,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFN_M_R,Wetland,5,39,0,21,0,62,50,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFN_M_R,Bareland,1,23,14,0,0,10,24,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFN_M_R,Forest,6,14,0,0,0,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFN_M_R,Grassland,0,7,7,8,0,10,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFN_M_R,Water,0,13,9,28,0,15,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFN_M_R,Built-up,0,5,0,4,0,1,0,0,0,0,0
