Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36PUT_M_R,Shrubland,3,3,1,1,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PUT_M_R,Grassland,0,8,5,3,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PUT_M_R,Cropland,67,0,19,34,14,26,7,0,0,0
AFRICA_2024_WorldCover_2021_36PUT_M_R,Wetland,34,7,0,5,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36PUT_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PUT_M_R,Bareland,32,20,7,0,3,7,0,0,0,0
AFRICA_2024_WorldCover_2021_36PUT_M_R,Built-up,7,6,0,4,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36PUT_M_R,Water,52,25,9,38,0,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36PUT_M_R,Forest,40,21,8,14,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R,Grassland,0,0,2,0,0,0,0,10,0,0
AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R,Cropland,0,0,6,0,0,0,1,33,0,0
AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R,Bareland,0,0,1,0,0,0,1,9,0,0
AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R,Forest,0,0,9,0,0,0,0,12,0,0
AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R,Wetland,0,0,0,0,0,0,0,40,0,0
AFRICA_2024_GWL_FCS30D_2022_36PUT_M_R,Water,0,0,17,0,0,0,0,12,0,0
AFRICA_2024_GSW_Yearly_2021_36PUT_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PUT_M_R,Grassland,0,0,0,0,0,0,7,0,3,0
AFRICA_2024_GSW_Yearly_2021_36PUT_M_R,Cropland,0,0,0,0,0,0,48,0,7,0
AFRICA_2024_GSW_Yearly_2021_36PUT_M_R,Bareland,0,0,0,0,0,0,21,0,1,0
AFRICA_2024_GSW_Yearly_2021_36PUT_M_R,Water,0,0,0,0,0,0,0,0,23,0
AFRICA_2024_GSW_Yearly_2021_36PUT_M_R,Forest,0,0,0,0,0,0,14,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PUT_M_R,Wetland,0,0,0,0,0,0,2,0,1,0
AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R,Water,22,40,17,26,2,5,0,0,0,38
AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R,Cropland,40,0,6,19,17,25,1,0,0,59
AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R,Wetland,0,10,0,0,0,9,0,0,0,16
AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R,Built-up,7,5,0,0,0,3,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R,Forest,18,26,9,11,14,0,0,0,0,42
AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R,Grassland,0,5,2,0,1,6,0,0,0,13
AFRICA_2024_GLC_FCS30D_2022_36PUT_M_R,Bareland,23,17,1,0,8,7,1,0,0,25
AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R,Grassland,0,16,5,1,4,5,5,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R,Bareland,0,25,2,0,8,3,2,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R,Built-up,0,2,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R,Forest,0,19,2,0,11,0,1,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R,Cropland,0,0,2,5,18,17,8,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R,Wetland,0,5,0,0,2,6,7,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PUT_M_R,Water,0,35,5,2,0,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PUT_M_R,Cropland,6,0,12,23,0,10,16,0,0,0
AFRICA_2024_DynamicWorld_2024_36PUT_M_R,Wetland,1,9,0,3,0,7,4,0,0,0
AFRICA_2024_DynamicWorld_2024_36PUT_M_R,Water,0,3,3,4,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PUT_M_R,Grassland,0,6,0,8,0,3,4,0,0,0
AFRICA_2024_DynamicWorld_2024_36PUT_M_R,Bareland,0,5,0,0,0,1,4,0,0,0
AFRICA_2024_DynamicWorld_2024_36PUT_M_R,Built-up,0,5,0,4,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PUT_M_R,Forest,0,9,2,4,0,0,2,0,0,0
