Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37NHD_M_R,Shrubland,3,3,1,1,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHD_M_R,Grassland,0,3,1,1,18,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHD_M_R,Cropland,34,0,7,0,47,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHD_M_R,Wetland,33,13,5,0,54,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHD_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHD_M_R,Bareland,23,15,0,0,39,0,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHD_M_R,Built-up,7,1,4,0,11,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHD_M_R,Water,68,58,66,0,90,18,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHD_M_R,Forest,26,14,3,1,0,3,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHD_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHD_M_R,Grassland,0,0,0,0,0,0,5,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHD_M_R,Cropland,0,0,0,0,0,0,10,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHD_M_R,Wetland,0,0,0,0,0,0,7,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHD_M_R,Bareland,0,0,0,0,0,0,22,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHD_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHD_M_R,Forest,0,0,0,0,0,0,10,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHD_M_R,Water,0,0,0,0,0,0,0,91,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NHD_M_R,Cropland,0,0,0,0,0,2,4,0,16,0,0
AFRICA_2024_GWL_FCS30D_2022_37NHD_M_R,Wetland,0,0,0,0,0,0,2,0,125,0,0
AFRICA_2024_GWL_FCS30D_2022_37NHD_M_R,Grassland,0,0,0,0,0,0,0,0,17,0,0
AFRICA_2024_GWL_FCS30D_2022_37NHD_M_R,Forest,0,0,0,0,0,7,3,0,31,0,0
AFRICA_2024_GWL_FCS30D_2022_37NHD_M_R,Bareland,0,0,0,0,0,10,3,0,10,0,0
AFRICA_2024_GWL_FCS30D_2022_37NHD_M_R,Water,0,0,0,0,0,25,0,0,58,0,0
AFRICA_2024_GLC_FCS30D_2022_37NHD_M_R,Cropland,29,0,13,9,11,2,4,0,0,33,0
AFRICA_2024_GLC_FCS30D_2022_37NHD_M_R,Wetland,22,25,12,8,14,0,2,0,0,25,0
AFRICA_2024_GLC_FCS30D_2022_37NHD_M_R,Bareland,28,25,0,9,7,10,3,0,0,25,1
AFRICA_2024_GLC_FCS30D_2022_37NHD_M_R,Built-up,7,2,1,0,1,0,0,0,0,9,1
AFRICA_2024_GLC_FCS30D_2022_37NHD_M_R,Water,52,53,48,30,30,25,0,0,0,52,11
AFRICA_2024_GLC_FCS30D_2022_37NHD_M_R,Forest,23,26,18,5,0,7,3,0,0,29,1
AFRICA_2024_GLC_FCS30D_2022_37NHD_M_R,Grassland,0,7,3,0,3,0,0,0,0,7,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHD_M_R,Grassland,0,6,2,5,11,14,6,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHD_M_R,Wetland,0,6,7,0,9,0,45,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHD_M_R,Water,0,13,12,6,13,46,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHD_M_R,Forest,0,14,0,4,0,18,17,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHD_M_R,Cropland,0,0,4,2,11,12,17,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHD_M_R,Bareland,0,11,0,1,5,10,21,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHD_M_R,Forest,10,11,9,0,0,10,15,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHD_M_R,Grassland,0,7,3,0,2,3,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHD_M_R,Wetland,0,2,3,0,0,0,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHD_M_R,Bareland,0,2,0,0,0,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHD_M_R,Water,0,1,7,0,1,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHD_M_R,Cropland,0,0,5,0,4,2,12,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHD_M_R,Built-up,0,0,0,0,0,0,5,0,0,0,0
