Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_35PPP_M_R,Shrubland,3,2,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPP_M_R,Grassland,0,2,3,1,2,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPP_M_R,Cropland,33,0,11,2,14,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPP_M_R,Wetland,16,8,6,0,9,0,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPP_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPP_M_R,Bareland,38,24,0,6,10,7,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPP_M_R,Built-up,10,7,5,0,6,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPP_M_R,Water,28,16,25,0,12,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPP_M_R,Forest,34,19,6,5,0,6,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPP_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPP_M_R,Grassland,0,0,0,0,0,0,5,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPP_M_R,Wetland,0,0,0,0,0,0,14,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPP_M_R,Bareland,0,0,0,0,0,0,34,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPP_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPP_M_R,Water,0,0,0,0,0,0,0,15,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPP_M_R,Forest,0,0,0,0,0,0,10,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPP_M_R,Cropland,0,0,0,0,0,0,14,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPP_M_R,Grassland,0,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPP_M_R,Built-up,0,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPP_M_R,Forest,0,0,0,0,0,12,0,0,7,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPP_M_R,Cropland,0,0,0,0,0,3,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPP_M_R,Wetland,0,0,0,0,0,0,0,0,7,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPP_M_R,Bareland,0,0,0,0,0,5,1,0,7,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPP_M_R,Water,0,0,0,0,0,13,0,0,4,0,0
AFRICA_2024_GLC_FCS30D_2022_35PPP_M_R,Cropland,25,0,6,6,16,3,0,0,0,23,3
AFRICA_2024_GLC_FCS30D_2022_35PPP_M_R,Bareland,29,8,0,13,19,5,1,0,0,24,4
AFRICA_2024_GLC_FCS30D_2022_35PPP_M_R,Built-up,8,1,2,0,4,0,0,0,0,7,0
AFRICA_2024_GLC_FCS30D_2022_35PPP_M_R,Forest,29,14,2,10,0,12,0,0,0,25,0
AFRICA_2024_GLC_FCS30D_2022_35PPP_M_R,Grassland,0,0,0,0,1,0,0,0,0,1,0
AFRICA_2024_GLC_FCS30D_2022_35PPP_M_R,Wetland,3,1,0,0,0,0,0,0,0,2,0
AFRICA_2024_GLC_FCS30D_2022_35PPP_M_R,Water,30,3,14,5,11,13,0,0,0,8,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPP_M_R,Grassland,0,3,2,6,4,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPP_M_R,Wetland,0,0,1,1,4,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPP_M_R,Bareland,0,9,0,21,6,0,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPP_M_R,Forest,0,3,0,13,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPP_M_R,Cropland,0,0,0,9,10,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPP_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPP_M_R,Water,0,1,12,1,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPP_M_R,Grassland,0,6,8,0,5,1,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPP_M_R,Wetland,0,7,11,0,6,0,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPP_M_R,Bareland,0,4,0,0,1,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPP_M_R,Built-up,0,3,8,0,1,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPP_M_R,Water,0,3,7,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPP_M_R,Forest,0,7,9,0,0,1,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPP_M_R,Cropland,0,0,8,0,1,0,1,0,0,0,0
