Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37NHJ_M_R,Shrubland,3,1,1,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHJ_M_R,Grassland,0,2,2,1,1,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHJ_M_R,Cropland,30,0,8,2,1,20,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHJ_M_R,Wetland,22,0,1,0,1,20,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHJ_M_R,Lichens_and_Mosses,1,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHJ_M_R,Bareland,40,0,0,1,2,12,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHJ_M_R,Built-up,7,2,5,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHJ_M_R,Water,71,15,46,1,0,57,5,0,0,0,0
AFRICA_2024_WorldCover_2021_37NHJ_M_R,Forest,44,5,10,4,6,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHJ_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHJ_M_R,Grassland,0,0,0,0,5,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHJ_M_R,Cropland,0,0,0,0,4,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHJ_M_R,Bareland,0,0,0,0,22,0,0,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHJ_M_R,Water,0,0,0,0,0,0,0,56,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHJ_M_R,Wetland,0,0,0,0,6,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NHJ_M_R,Forest,0,0,0,0,29,0,0,11,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NHJ_M_R,Water,40,45,41,22,0,30,22,0,30,3,0
AFRICA_2024_GLC_FCS30D_2022_37NHJ_M_R,Cropland,20,0,8,4,0,6,0,0,21,0,0
AFRICA_2024_GLC_FCS30D_2022_37NHJ_M_R,Bareland,28,16,0,10,7,5,2,0,23,5,0
AFRICA_2024_GLC_FCS30D_2022_37NHJ_M_R,Built-up,5,3,2,0,0,0,0,0,5,0,0
AFRICA_2024_GLC_FCS30D_2022_37NHJ_M_R,Forest,28,32,21,12,5,0,7,0,31,7,0
AFRICA_2024_GLC_FCS30D_2022_37NHJ_M_R,Grassland,0,6,2,0,0,0,0,0,7,0,0
AFRICA_2024_GLC_FCS30D_2022_37NHJ_M_R,Wetland,6,15,9,2,0,5,0,0,8,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHJ_M_R,Grassland,0,7,2,4,7,11,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHJ_M_R,Cropland,0,0,3,5,11,13,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHJ_M_R,Bareland,0,4,0,8,31,5,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHJ_M_R,Forest,0,11,1,0,41,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHJ_M_R,Wetland,0,0,0,0,25,7,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NHJ_M_R,Water,0,0,7,1,0,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHJ_M_R,Forest,5,5,1,0,8,0,11,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHJ_M_R,Cropland,2,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHJ_M_R,Grassland,0,7,8,0,4,5,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHJ_M_R,Water,0,7,15,0,0,19,17,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHJ_M_R,Wetland,0,2,3,0,3,3,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHJ_M_R,Bareland,0,2,0,0,5,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NHJ_M_R,Built-up,0,0,2,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NHJ_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,51
AFRICA_2024_GWL_FCS30D_2022_37NHJ_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,3
AFRICA_2024_GWL_FCS30D_2022_37NHJ_M_R,Forest,0,0,0,0,5,0,7,0,0,0,10
AFRICA_2024_GWL_FCS30D_2022_37NHJ_M_R,Water,0,0,0,0,0,0,22,0,0,0,14
AFRICA_2024_GWL_FCS30D_2022_37NHJ_M_R,Bareland,0,0,0,0,7,0,2,0,0,0,0
