Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_37PEM_M_R,Shrubland,3,2,1,1,1,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEM_M_R,Grassland,0,40,36,18,16,20,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEM_M_R,Cropland,75,0,35,52,30,58,21,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEM_M_R,Wetland,15,51,0,13,1,13,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEM_M_R,Lichens_and_Mosses,2,1,0,1,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEM_M_R,Bareland,60,49,15,0,21,36,29,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEM_M_R,Built-up,12,12,5,12,0,11,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEM_M_R,Water,98,72,34,87,3,60,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEM_M_R,Forest,79,56,44,45,28,0,12,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEM_M_R,Permanent_ice_and_snow,1,0,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,Grassland,0,0,4,0,0,0,2,53,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,Cropland,0,0,22,0,0,0,6,64,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,Bareland,0,0,13,0,0,0,7,24,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,Forest,0,0,13,0,0,0,6,60,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,Wetland,0,0,0,0,0,0,0,91,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,Built-up,0,0,1,0,0,0,0,5,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,Water,0,0,39,0,0,0,0,33,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,Grassland,0,0,0,0,0,0,39,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,Cropland,0,0,0,0,0,0,82,0,9,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,Wetland,0,0,0,0,0,0,47,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,Bareland,0,0,0,0,0,0,67,0,26,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,Forest,0,0,0,0,0,0,86,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,Water,0,0,0,0,0,0,0,0,52,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,Water,43,59,39,85,37,48,0,0,0,57,9,0
AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,Cropland,50,0,22,64,41,44,6,0,0,66,26,0
AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,Wetland,11,12,0,10,3,24,0,0,0,23,0,0
AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,Bareland,40,46,13,0,36,25,7,0,0,46,10,0
AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,Built-up,10,10,1,8,0,8,0,0,0,11,6,0
AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,Forest,45,47,13,60,41,0,6,0,0,65,20,0
AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,Grassland,0,22,4,29,14,27,2,0,0,34,8,0
AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,Grassland,0,57,18,4,33,37,7,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,Wetland,0,34,0,0,5,5,16,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,Bareland,0,58,3,0,32,21,65,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,Water,0,78,4,31,17,33,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,Built-up,0,5,0,0,0,2,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,Forest,0,77,16,2,42,0,35,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,Cropland,0,0,13,12,44,36,29,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEM_M_R,Cropland,33,0,16,23,0,37,24,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEM_M_R,Wetland,30,8,0,12,0,20,15,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEM_M_R,Bareland,8,15,6,0,0,12,23,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEM_M_R,Built-up,8,11,0,9,0,12,1,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_37PEM_M_R,Water,6,7,7,29,0,32,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEM_M_R,Forest,19,15,1,13,0,0,13,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEM_M_R,Grassland,0,5,1,7,0,6,4,0,0,0,0,0
