Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Non_Wetland,Water,Non_Water,Shrubland,Cropland
AFRICA_2024_WorldCover_2021_35NMG_M_R,Shrubland,3,3,1,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NMG_M_R,Grassland,0,0,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NMG_M_R,Cropland,2,1,0,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NMG_M_R,Wetland,9,0,0,0,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NMG_M_R,Bareland,1,1,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NMG_M_R,Built-up,6,0,2,0,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NMG_M_R,Water,4,3,0,0,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35NMG_M_R,Forest,22,15,1,4,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMG_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMG_M_R,Cropland,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMG_M_R,Bareland,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMG_M_R,Forest,0,5,0,0,0,17,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMG_M_R,Wetland,0,0,0,0,0,13,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMG_M_R,Water,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NMG_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NMG_M_R,Wetland,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NMG_M_R,Water,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_35NMG_M_R,Forest,0,0,0,0,0,0,9,2,0,0
AFRICA_2024_GLC_FCS30D_2022_35NMG_M_R,Cropland,0,0,0,0,2,0,0,0,1,0
AFRICA_2024_GLC_FCS30D_2022_35NMG_M_R,Wetland,0,0,1,0,5,0,0,0,4,0
AFRICA_2024_GLC_FCS30D_2022_35NMG_M_R,Built-up,1,0,0,0,3,0,0,0,4,4
AFRICA_2024_GLC_FCS30D_2022_35NMG_M_R,Water,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_35NMG_M_R,Forest,2,5,4,3,0,0,2,0,21,7
AFRICA_2024_GLC_FCS30D_2022_35NMG_M_R,Grassland,0,0,0,0,3,0,0,0,1,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NMG_M_R,Forest,0,2,0,1,0,0,1,0,0,1
AFRICA_2024_ESRI_Annual_LULC_2024_35NMG_M_R,Grassland,0,0,0,1,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NMG_M_R,Wetland,0,0,0,0,4,0,2,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NMG_M_R,Built-up,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NMG_M_R,Water,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NMG_M_R,Forest,4,0,0,0,0,0,3,0,0,1
