Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36PTT_M_R,Shrubland,3,2,1,1,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTT_M_R,Grassland,0,8,8,1,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTT_M_R,Cropland,50,0,22,26,10,28,5,0,0,0
AFRICA_2024_WorldCover_2021_36PTT_M_R,Wetland,13,2,0,1,0,3,1,0,0,0
AFRICA_2024_WorldCover_2021_36PTT_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTT_M_R,Bareland,30,23,13,0,2,13,6,0,0,0
AFRICA_2024_WorldCover_2021_36PTT_M_R,Built-up,7,6,0,4,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTT_M_R,Forest,34,19,13,10,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTT_M_R,Water,30,24,26,29,0,7,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTT_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTT_M_R,Grassland,0,0,0,0,0,0,0,8,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTT_M_R,Cropland,0,0,3,0,0,0,0,30,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTT_M_R,Forest,0,0,9,0,0,0,1,13,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTT_M_R,Wetland,0,0,0,0,0,0,0,15,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTT_M_R,Water,0,0,7,0,0,0,0,26,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTT_M_R,Bareland,0,0,0,0,0,0,1,13,0,0
AFRICA_2024_GSW_Yearly_2021_36PTT_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTT_M_R,Grassland,0,0,0,0,0,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTT_M_R,Cropland,0,0,0,0,0,0,31,0,2,0
AFRICA_2024_GSW_Yearly_2021_36PTT_M_R,Wetland,0,0,0,0,0,0,9,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTT_M_R,Bareland,0,0,0,0,0,0,34,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTT_M_R,Water,0,0,0,0,0,0,0,0,11,0
AFRICA_2024_GSW_Yearly_2021_36PTT_M_R,Forest,0,0,0,0,0,0,5,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PTT_M_R,Water,17,48,7,25,0,3,0,0,0,37
AFRICA_2024_GLC_FCS30D_2022_36PTT_M_R,Cropland,34,0,3,11,18,20,0,0,0,48
AFRICA_2024_GLC_FCS30D_2022_36PTT_M_R,Bareland,25,29,0,0,7,7,1,0,0,34
AFRICA_2024_GLC_FCS30D_2022_36PTT_M_R,Built-up,7,5,0,0,0,3,0,0,0,7
AFRICA_2024_GLC_FCS30D_2022_36PTT_M_R,Forest,20,22,9,8,14,0,1,0,0,31
AFRICA_2024_GLC_FCS30D_2022_36PTT_M_R,Grassland,0,7,0,2,0,4,0,0,0,9
AFRICA_2024_GLC_FCS30D_2022_36PTT_M_R,Wetland,0,6,0,0,1,0,0,0,0,8
AFRICA_2024_ESRI_Annual_LULC_2024_36PTT_M_R,Grassland,0,8,0,2,4,7,4,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTT_M_R,Built-up,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTT_M_R,Forest,0,20,0,1,18,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTT_M_R,Cropland,0,0,0,10,20,22,10,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTT_M_R,Wetland,0,6,0,0,2,4,1,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTT_M_R,Water,0,19,0,8,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTT_M_R,Bareland,0,23,0,0,6,12,10,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTT_M_R,Cropland,4,0,8,20,0,12,9,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTT_M_R,Grassland,0,5,0,7,0,4,2,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTT_M_R,Wetland,0,4,0,0,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTT_M_R,Built-up,0,5,0,3,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTT_M_R,Forest,0,10,0,9,0,0,1,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTT_M_R,Bareland,0,2,0,0,0,0,3,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTT_M_R,Water,0,0,8,16,0,2,0,0,0,0
