Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37NDD_M_R,Shrubland,3,3,3,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDD_M_R,Grassland,0,4,3,1,2,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDD_M_R,Cropland,28,0,5,1,1,11,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDD_M_R,Wetland,2,1,1,0,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDD_M_R,Lichens_and_Mosses,1,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDD_M_R,Bareland,18,6,0,0,3,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDD_M_R,Built-up,10,4,8,0,0,8,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDD_M_R,Water,61,13,34,6,0,13,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDD_M_R,Forest,31,11,5,2,1,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDD_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDD_M_R,Grassland,0,0,0,0,7,0,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDD_M_R,Cropland,0,0,0,0,9,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDD_M_R,Wetland,0,0,0,0,6,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDD_M_R,Bareland,0,0,0,0,11,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDD_M_R,Built-up,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDD_M_R,Water,0,0,0,0,0,0,0,25,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDD_M_R,Forest,0,0,0,0,4,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NDD_M_R,Water,36,22,31,17,0,10,7,0,46,3,0
AFRICA_2024_GLC_FCS30D_2022_37NDD_M_R,Cropland,9,0,12,8,0,5,0,0,18,1,0
AFRICA_2024_GLC_FCS30D_2022_37NDD_M_R,Wetland,3,3,2,1,0,1,0,0,2,1,0
AFRICA_2024_GLC_FCS30D_2022_37NDD_M_R,Bareland,9,4,0,3,0,3,0,0,12,0,0
AFRICA_2024_GLC_FCS30D_2022_37NDD_M_R,Built-up,6,6,6,0,0,1,0,0,8,0,0
AFRICA_2024_GLC_FCS30D_2022_37NDD_M_R,Forest,16,18,12,11,4,0,0,0,26,6,0
AFRICA_2024_GLC_FCS30D_2022_37NDD_M_R,Grassland,0,4,0,0,0,2,0,0,6,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDD_M_R,Grassland,0,4,3,5,3,8,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDD_M_R,Water,0,4,8,20,0,20,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDD_M_R,Cropland,0,0,0,8,0,14,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDD_M_R,Bareland,0,0,0,4,3,5,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDD_M_R,Forest,0,0,0,12,3,0,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDD_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NDD_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,13
AFRICA_2024_GWL_FCS30D_2022_37NDD_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_37NDD_M_R,Water,0,0,0,0,0,0,7,0,0,0,3
AFRICA_2024_GWL_FCS30D_2022_37NDD_M_R,Forest,0,0,0,0,4,0,0,0,0,0,2
AFRICA_2024_DynamicWorld_2024_37NDD_M_R,Cropland,1,0,2,0,3,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDD_M_R,Forest,5,4,1,0,12,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDD_M_R,Grassland,0,3,3,0,5,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDD_M_R,Bareland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDD_M_R,Built-up,0,0,0,0,13,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDD_M_R,Water,0,0,0,0,0,2,0,0,0,0,0
