Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36NXN_M_R,Shrubland,3,1,1,2,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXN_M_R,Grassland,0,10,35,2,0,21,3,0,0,0
AFRICA_2024_WorldCover_2021_36NXN_M_R,Cropland,33,0,23,9,2,22,7,0,0,0
AFRICA_2024_WorldCover_2021_36NXN_M_R,Wetland,59,5,0,8,0,44,12,0,0,0
AFRICA_2024_WorldCover_2021_36NXN_M_R,Bareland,13,1,1,0,1,8,1,0,0,0
AFRICA_2024_WorldCover_2021_36NXN_M_R,Built-up,7,1,0,1,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXN_M_R,Water,62,16,85,22,0,58,0,0,0,0
AFRICA_2024_WorldCover_2021_36NXN_M_R,Forest,68,22,47,9,4,0,13,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,Bareland,0,0,2,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,Forest,0,0,19,0,0,0,6,94,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,Wetland,0,0,0,0,0,0,9,155,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,Grassland,0,0,8,0,0,0,2,49,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,Water,0,0,26,0,0,0,0,85,0,0
AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,Cropland,0,0,2,0,0,0,1,24,0,0
AFRICA_2024_GSW_Yearly_2021_36NXN_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NXN_M_R,Grassland,0,0,0,0,0,0,29,0,4,0
AFRICA_2024_GSW_Yearly_2021_36NXN_M_R,Forest,0,0,0,0,0,0,56,0,14,0
AFRICA_2024_GSW_Yearly_2021_36NXN_M_R,Cropland,0,0,0,0,0,0,19,0,2,0
AFRICA_2024_GSW_Yearly_2021_36NXN_M_R,Water,0,0,0,0,0,0,0,0,46,0
AFRICA_2024_GSW_Yearly_2021_36NXN_M_R,Wetland,0,0,0,0,0,0,58,0,10,0
AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,Water,4,12,26,46,10,52,0,0,0,78
AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,Cropland,5,0,2,16,4,23,1,0,0,38
AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,Wetland,0,7,0,26,2,41,9,0,0,50
AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,Built-up,3,4,0,0,0,4,0,0,0,4
AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,Forest,10,18,19,32,9,0,6,0,0,69
AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,Grassland,0,13,8,21,7,26,2,0,0,38
AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,Bareland,2,1,2,0,0,7,0,0,0,9
AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R,Grassland,0,13,14,0,1,37,18,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R,Forest,0,20,30,0,19,0,35,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R,Wetland,0,12,0,0,2,40,41,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R,Water,0,18,41,0,2,40,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R,Cropland,0,0,2,0,4,10,5,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R,Bareland,0,2,0,0,1,1,11,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXN_M_R,Water,36,15,27,1,0,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXN_M_R,Wetland,33,14,0,2,0,29,34,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXN_M_R,Forest,31,19,22,8,0,0,23,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXN_M_R,Cropland,1,0,0,0,0,3,3,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXN_M_R,Grassland,0,1,0,1,0,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXN_M_R,Bareland,0,1,0,0,0,1,2,0,0,0
AFRICA_2024_DynamicWorld_2024_36NXN_M_R,Built-up,0,1,0,0,0,1,0,0,0,0
