Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_35NRD_M_R,Shrubland,2,1,1,1,1,1,1,0,0,0
AFRICA_2024_WorldCover_2021_35NRD_M_R,Grassland,0,1,1,1,0,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRD_M_R,Cropland,21,0,1,9,8,11,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRD_M_R,Wetland,13,1,0,4,1,10,6,0,0,0
AFRICA_2024_WorldCover_2021_35NRD_M_R,Bareland,1,0,0,0,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRD_M_R,Built-up,9,5,0,5,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRD_M_R,Water,32,9,5,16,5,30,0,0,0,0
AFRICA_2024_WorldCover_2021_35NRD_M_R,Forest,32,15,5,2,12,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRD_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRD_M_R,Cropland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRD_M_R,Forest,0,0,6,0,0,0,2,7,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRD_M_R,Wetland,0,0,0,0,0,0,0,5,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRD_M_R,Water,0,0,8,0,0,0,0,2,0,0
AFRICA_2024_GWL_FCS30D_2022_35NRD_M_R,Grassland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_35NRD_M_R,Shrubland,0,0,0,0,0,0,0,0,1,0
AFRICA_2024_GSW_Yearly_2021_35NRD_M_R,Wetland,0,0,0,0,0,0,6,0,7,0
AFRICA_2024_GSW_Yearly_2021_35NRD_M_R,Built-up,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NRD_M_R,Water,0,0,0,0,0,0,0,0,30,0
AFRICA_2024_GSW_Yearly_2021_35NRD_M_R,Forest,0,0,0,0,0,0,13,0,4,0
AFRICA_2024_GSW_Yearly_2021_35NRD_M_R,Cropland,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NRD_M_R,Bareland,0,0,0,0,0,0,0,0,1,0
AFRICA_2024_GLC_FCS30D_2022_35NRD_M_R,Cropland,3,0,0,3,5,13,0,0,0,14
AFRICA_2024_GLC_FCS30D_2022_35NRD_M_R,Water,5,20,8,15,19,26,0,0,0,23
AFRICA_2024_GLC_FCS30D_2022_35NRD_M_R,Built-up,1,6,0,2,0,5,0,0,0,6
AFRICA_2024_GLC_FCS30D_2022_35NRD_M_R,Forest,8,29,6,7,13,0,2,0,0,17
AFRICA_2024_GLC_FCS30D_2022_35NRD_M_R,Grassland,0,7,0,1,0,7,0,0,0,4
AFRICA_2024_GLC_FCS30D_2022_35NRD_M_R,Wetland,0,1,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRD_M_R,Water,0,6,0,0,4,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRD_M_R,Grassland,0,4,0,0,1,9,1,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRD_M_R,Wetland,0,8,0,0,2,13,11,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRD_M_R,Built-up,0,1,0,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRD_M_R,Forest,0,10,1,0,9,0,2,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRD_M_R,Cropland,0,0,0,0,2,6,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NRD_M_R,Bareland,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRD_M_R,Cropland,1,0,0,0,0,3,4,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRD_M_R,Forest,5,5,1,0,0,0,16,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRD_M_R,Grassland,0,0,0,0,0,1,2,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRD_M_R,Wetland,0,0,0,0,0,1,2,0,0,0
AFRICA_2024_DynamicWorld_2024_35NRD_M_R,Built-up,0,0,0,0,0,2,5,0,0,0
