Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Non_Water,Shrubland,Wetland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37NFD_M_R,Shrubland,3,1,3,1,2,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFD_M_R,Grassland,0,4,3,1,2,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFD_M_R,Cropland,19,0,6,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFD_M_R,Wetland,21,7,4,0,4,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFD_M_R,Bareland,8,0,0,0,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFD_M_R,Built-up,10,2,4,0,0,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFD_M_R,Water,54,3,23,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NFD_M_R,Forest,22,4,3,3,1,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFD_M_R,Shrubland,0,0,0,0,3,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFD_M_R,Grassland,0,0,0,0,7,0,5,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFD_M_R,Cropland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFD_M_R,Wetland,0,0,0,0,7,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFD_M_R,Bareland,0,0,0,0,4,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFD_M_R,Built-up,0,0,0,0,4,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFD_M_R,Water,0,0,0,0,0,0,20,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NFD_M_R,Forest,0,0,0,0,5,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NFD_M_R,Water,20,24,16,2,0,1,0,27,9,0,0
AFRICA_2024_GLC_FCS30D_2022_37NFD_M_R,Cropland,6,0,1,0,0,1,0,15,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NFD_M_R,Wetland,4,11,2,0,0,0,0,8,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NFD_M_R,Bareland,4,3,0,0,0,0,0,4,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NFD_M_R,Built-up,5,5,1,0,0,2,0,9,0,1,0
AFRICA_2024_GLC_FCS30D_2022_37NFD_M_R,Forest,9,12,5,1,0,0,0,23,0,2,0
AFRICA_2024_GLC_FCS30D_2022_37NFD_M_R,Grassland,0,10,0,0,0,0,0,14,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFD_M_R,Water,0,2,0,1,0,7,0,0,2,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFD_M_R,Grassland,0,2,0,6,7,9,0,0,12,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFD_M_R,Wetland,0,2,1,0,4,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFD_M_R,Bareland,0,0,0,0,2,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFD_M_R,Cropland,0,0,0,4,3,9,0,0,2,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NFD_M_R,Forest,0,0,0,4,1,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NFD_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,25
AFRICA_2024_GWL_FCS30D_2022_37NFD_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,16
AFRICA_2024_GWL_FCS30D_2022_37NFD_M_R,Water,0,0,0,0,0,0,0,0,9,0,2
AFRICA_2024_GWL_FCS30D_2022_37NFD_M_R,Cropland,0,0,0,0,0,0,0,0,0,0,4
AFRICA_2024_DynamicWorld_2024_37NFD_M_R,Cropland,4,0,0,0,0,1,0,0,2,0,0
AFRICA_2024_DynamicWorld_2024_37NFD_M_R,Grassland,0,5,2,0,5,3,0,0,4,0,0
AFRICA_2024_DynamicWorld_2024_37NFD_M_R,Water,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NFD_M_R,Forest,0,2,0,0,3,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NFD_M_R,Bareland,0,0,0,0,1,0,0,0,0,0,0
