Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_36PYA_M_R,Shrubland,3,3,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYA_M_R,Grassland,0,8,1,1,11,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYA_M_R,Cropland,80,0,44,16,54,20,12,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYA_M_R,Lichens_and_Mosses,1,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYA_M_R,Bareland,41,23,0,7,11,19,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYA_M_R,Built-up,16,10,8,0,7,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYA_M_R,Forest,30,10,3,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYA_M_R,Wetland,9,3,3,0,2,4,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYA_M_R,Water,44,46,56,1,51,0,17,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,Grassland,0,0,0,0,0,6,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,Cropland,0,0,0,0,0,89,0,19,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,Bareland,0,0,0,0,0,47,0,15,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,Wetland,0,0,0,0,0,12,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,Built-up,0,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,Water,0,0,0,0,0,0,0,61,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,Forest,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R,Water,49,50,51,34,17,0,35,0,33,1,0
AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R,Cropland,51,0,47,30,27,2,20,0,52,9,0
AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R,Bareland,36,34,0,20,3,3,8,0,20,5,0
AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R,Built-up,9,8,6,0,2,1,0,0,8,3,0
AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R,Forest,11,22,6,5,0,0,0,0,20,0,0
AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R,Grassland,0,7,0,2,3,0,0,0,6,0,0
AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R,Wetland,0,5,0,0,0,0,0,0,2,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R,Grassland,0,17,3,6,5,5,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R,Wetland,0,8,1,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R,Bareland,0,36,0,19,1,25,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R,Forest,0,25,0,12,0,5,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R,Cropland,0,0,3,36,13,21,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R,Water,0,60,20,10,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYA_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYA_M_R,Cropland,0,0,0,0,0,2,20,0,0,0,22
AFRICA_2024_GWL_FCS30D_2022_36PYA_M_R,Water,0,0,0,0,0,0,35,0,0,0,15
AFRICA_2024_GWL_FCS30D_2022_36PYA_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,7
AFRICA_2024_GWL_FCS30D_2022_36PYA_M_R,Bareland,0,0,0,0,0,3,8,0,0,0,3
AFRICA_2024_DynamicWorld_2024_36PYA_M_R,Cropland,6,0,25,0,16,26,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYA_M_R,Forest,3,8,1,0,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYA_M_R,Water,0,12,12,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYA_M_R,Grassland,0,6,10,0,4,5,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYA_M_R,Wetland,0,9,2,0,0,8,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYA_M_R,Bareland,0,6,0,0,0,10,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYA_M_R,Built-up,0,8,7,0,0,2,0,0,0,0,0
