Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_36QVD_M_R,Shrubland,1,2,2,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QVD_M_R,Grassland,0,3,3,1,4,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QVD_M_R,Cropland,32,0,38,12,60,16,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36QVD_M_R,Wetland,0,9,2,0,37,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QVD_M_R,Lichens_and_Mosses,1,1,1,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QVD_M_R,Bareland,29,32,0,16,24,14,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QVD_M_R,Built-up,9,12,13,0,11,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36QVD_M_R,Water,14,41,35,2,51,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_36QVD_M_R,Forest,1,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QVD_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QVD_M_R,Grassland,0,0,0,0,0,7,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QVD_M_R,Cropland,0,0,0,0,0,53,0,14,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QVD_M_R,Wetland,0,0,0,0,0,15,0,11,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QVD_M_R,Bareland,0,0,0,0,0,45,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QVD_M_R,Built-up,0,0,0,0,0,6,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36QVD_M_R,Water,0,0,0,0,0,0,0,39,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36QVD_M_R,Water,27,58,27,13,0,0,39,0,11,1,0
AFRICA_2024_GLC_FCS30D_2022_36QVD_M_R,Cropland,43,0,25,27,8,8,14,0,19,12,0
AFRICA_2024_GLC_FCS30D_2022_36QVD_M_R,Wetland,2,11,0,0,0,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36QVD_M_R,Bareland,34,37,0,25,0,3,7,0,21,7,0
AFRICA_2024_GLC_FCS30D_2022_36QVD_M_R,Built-up,11,8,7,0,0,0,0,0,6,3,0
AFRICA_2024_GLC_FCS30D_2022_36QVD_M_R,Forest,0,5,0,0,0,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36QVD_M_R,Grassland,0,4,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QVD_M_R,Water,0,44,25,5,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QVD_M_R,Grassland,0,5,2,4,0,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QVD_M_R,Wetland,0,12,5,0,0,19,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QVD_M_R,Bareland,0,28,0,21,0,10,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QVD_M_R,Built-up,0,2,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QVD_M_R,Forest,0,4,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36QVD_M_R,Cropland,0,0,22,17,2,12,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36QVD_M_R,Cropland,0,0,0,0,0,8,14,0,0,0,17
AFRICA_2024_GWL_FCS30D_2022_36QVD_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,13
AFRICA_2024_GWL_FCS30D_2022_36QVD_M_R,Bareland,0,0,0,0,0,3,7,0,0,0,2
AFRICA_2024_GWL_FCS30D_2022_36QVD_M_R,Water,0,0,0,0,0,0,39,0,0,0,8
AFRICA_2024_GWL_FCS30D_2022_36QVD_M_R,Forest,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_DynamicWorld_2024_36QVD_M_R,Cropland,5,0,22,0,1,20,14,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36QVD_M_R,Wetland,1,3,1,0,0,8,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36QVD_M_R,Grassland,0,4,5,0,0,3,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36QVD_M_R,Bareland,0,10,0,0,0,13,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36QVD_M_R,Built-up,0,8,13,0,0,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36QVD_M_R,Water,0,7,19,0,0,0,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36QVD_M_R,Forest,0,0,0,0,0,1,1,0,0,0,0
