Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R,Wetland,3,17,0,35,4,48,13,0,0,66,0
AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R,Bareland,9,2,0,0,2,16,0,0,0,27,0
AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R,Built-up,8,5,0,1,0,8,0,0,0,11,0
AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R,Forest,11,21,10,17,11,0,2,0,0,77,0
AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R,Grassland,0,10,3,15,3,25,0,0,0,40,0
AFRICA_2024_GLC_FCS30D_2022_36NTN_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,1,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,Grassland,0,17,16,0,4,23,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,Wetland,0,17,0,0,11,43,48,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,Forest,0,26,24,0,15,0,31,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,Water,0,10,30,5,1,15,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,Cropland,0,0,10,0,9,12,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,Bareland,0,12,5,0,6,5,8,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NTN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTN_M_R,Wetland,36,25,0,0,0,35,30,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTN_M_R,Water,9,5,11,1,0,16,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTN_M_R,Forest,19,9,18,8,0,0,14,0,0,0,2
AFRICA_2024_DynamicWorld_2024_36NTN_M_R,Cropland,1,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTN_M_R,Grassland,0,2,0,4,0,2,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTN_M_R,Built-up,0,4,0,2,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NTN_M_R,Bareland,0,0,0,0,0,0,2,0,0,0,0
