,0
Cropland,1268
Forest,1057
Water,832
Bareland,723
Grassland,611
Built-up,445
Wetland,420
Shrubland,264
Non_Wetland,142
Lichens_and_Mosses,53
Non_Water,47
Permanent_ice_and_snow,3
