Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PZA_M_R,Shrubland,3,3,2,1,2,3,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZA_M_R,Grassland,0,14,5,1,1,17,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZA_M_R,Cropland,94,0,53,9,41,82,22,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZA_M_R,Wetland,57,42,20,0,40,67,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZA_M_R,Lichens_and_Mosses,1,1,1,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZA_M_R,Bareland,64,47,0,6,35,29,13,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZA_M_R,Built-up,21,16,9,0,2,10,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZA_M_R,Water,96,103,85,2,0,105,31,0,0,0,0
AFRICA_2024_WorldCover_2021_36PZA_M_R,Forest,52,39,7,0,14,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,Shrubland,0,0,0,0,5,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,Grassland,0,0,0,0,15,0,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,Cropland,0,0,0,0,129,0,0,36,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,Wetland,0,0,0,0,88,0,0,21,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,Bareland,0,0,0,0,99,0,0,29,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,Built-up,0,0,0,0,8,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,Water,0,0,0,0,0,0,0,117,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PZA_M_R,Forest,0,0,0,0,43,0,0,23,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,Shrubland,0,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,Grassland,0,0,0,0,0,0,0,0,11,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,Cropland,0,0,0,0,9,0,32,0,50,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,Forest,0,0,0,0,5,0,21,0,13,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,Wetland,0,0,0,0,0,0,0,0,108,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,Water,0,0,0,0,0,0,61,0,51,0,0
AFRICA_2024_GWL_FCS30D_2022_36PZA_M_R,Bareland,0,0,0,0,5,0,18,0,21,0,0
AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,Water,80,77,95,55,0,50,61,0,0,67,6
AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,Cropland,68,0,60,48,9,41,32,0,0,59,19
AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,Wetland,15,21,28,12,0,7,0,0,0,16,1
AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,Bareland,50,41,0,38,5,23,18,0,0,39,5
AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,Built-up,11,6,8,0,0,3,0,0,0,9,3
AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,Forest,30,41,30,15,5,0,21,0,0,48,8
AFRICA_2024_GLC_FCS30D_2022_36PZA_M_R,Grassland,0,12,5,1,0,8,0,0,0,15,2
AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,Water,0,103,38,11,0,4,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,Grassland,0,32,3,10,12,8,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,Wetland,0,62,4,2,36,5,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,Bareland,0,51,0,25,49,5,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,Forest,0,50,0,12,31,0,7,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PZA_M_R,Cropland,0,0,5,26,46,23,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZA_M_R,Cropland,18,0,34,0,24,25,24,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZA_M_R,Wetland,2,22,24,0,25,14,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZA_M_R,Forest,7,15,3,0,16,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZA_M_R,Water,0,39,58,0,0,15,35,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZA_M_R,Grassland,0,8,11,0,6,7,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZA_M_R,Bareland,0,10,0,0,17,4,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PZA_M_R,Built-up,0,7,7,0,3,2,0,0,0,0,0
