Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Forest,Built-up,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_37PFQ_M_R,Shrubland,1,1,1,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFQ_M_R,Grassland,0,7,7,7,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFQ_M_R,Cropland,36,0,24,30,8,3,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFQ_M_R,Wetland,12,13,0,18,14,0,10,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFQ_M_R,Lichens_and_Mosses,1,1,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFQ_M_R,Bareland,34,21,12,0,4,9,14,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFQ_M_R,Built-up,6,2,1,6,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFQ_M_R,Water,6,8,25,41,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFQ_M_R,Forest,22,18,30,20,0,2,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,Grassland,0,0,0,0,0,0,0,18,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,Cropland,0,0,4,0,0,0,0,41,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,Bareland,0,0,11,0,0,0,5,37,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,Built-up,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,Forest,0,0,3,0,0,0,0,45,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,Wetland,0,0,0,0,0,0,0,89,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,Water,0,0,13,0,0,0,0,32,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFQ_M_R,Bareland,0,0,0,0,0,0,27,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFQ_M_R,Wetland,0,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,Cropland,28,0,4,24,9,21,0,0,0,23,10,0
AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,Wetland,21,21,0,21,6,7,0,0,0,12,0,0
AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,Bareland,32,31,11,0,3,27,5,0,0,29,11,0
AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,Built-up,3,3,0,3,0,0,0,0,0,6,0,0
AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,Water,26,15,13,26,0,17,0,0,0,12,0,0
AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,Forest,26,23,3,24,0,17,0,0,0,23,8,0
AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,Grassland,0,11,0,7,0,4,0,0,0,5,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFQ_M_R,Grassland,0,11,10,5,13,2,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFQ_M_R,Bareland,0,25,19,0,12,15,16,0,0,0,0,1
AFRICA_2024_ESRI_Annual_LULC_2024_37PFQ_M_R,Cropland,0,0,17,17,34,1,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFQ_M_R,Forest,0,16,16,4,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFQ_M_R,Wetland,0,3,0,1,12,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFQ_M_R,Water,0,4,10,31,4,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,Cropland,6,0,1,11,9,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,Wetland,1,13,0,8,12,0,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,Bareland,5,12,6,0,6,0,13,0,0,0,0,8
AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,Forest,2,9,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,Grassland,0,4,1,5,3,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,Built-up,0,1,0,3,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,Water,0,0,0,6,0,0,0,0,0,0,0,5
