Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37PDR_M_R,Shrubland,3,2,2,1,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDR_M_R,Grassland,0,22,3,3,0,12,6,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDR_M_R,Cropland,52,0,32,28,3,35,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDR_M_R,Wetland,6,18,3,0,15,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDR_M_R,Lichens_and_Mosses,1,1,1,0,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDR_M_R,Bareland,56,49,0,23,17,13,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDR_M_R,Built-up,13,14,8,0,1,8,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDR_M_R,Water,80,67,62,9,0,41,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PDR_M_R,Forest,52,39,27,19,8,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,Grassland,0,0,0,0,5,0,0,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,Cropland,0,0,0,0,26,0,0,9,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,Wetland,0,0,0,0,13,0,0,10,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,Bareland,0,0,0,0,62,0,0,9,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,Forest,0,0,0,0,38,0,0,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,Water,0,0,0,0,0,0,0,50,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,Water,46,54,56,32,0,41,31,0,48,4,0
AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,Cropland,38,0,31,24,2,32,9,0,40,15,0
AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,Bareland,43,36,0,27,0,18,13,0,36,12,0
AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,Built-up,9,9,7,0,0,6,0,0,10,5,0
AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,Forest,26,34,35,19,8,0,8,0,47,10,0
AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,Grassland,0,15,7,6,0,14,3,0,15,0,0
AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,Wetland,5,6,4,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,Grassland,0,26,3,8,13,28,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,Bareland,0,47,0,23,51,14,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,Built-up,0,4,2,0,1,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,Forest,0,34,3,28,30,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,Cropland,0,0,10,34,15,29,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,Wetland,0,0,0,2,8,5,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,Water,0,26,10,5,0,30,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PDR_M_R,Forest,0,0,0,0,8,0,8,0,0,0,4
AFRICA_2024_GWL_FCS30D_2022_37PDR_M_R,Grassland,0,0,0,0,0,0,3,0,0,0,6
AFRICA_2024_GWL_FCS30D_2022_37PDR_M_R,Cropland,0,0,0,0,2,0,9,0,0,0,5
AFRICA_2024_GWL_FCS30D_2022_37PDR_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,15
AFRICA_2024_GWL_FCS30D_2022_37PDR_M_R,Bareland,0,0,0,0,0,0,13,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_37PDR_M_R,Water,0,0,0,0,0,0,31,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDR_M_R,Cropland,17,0,28,0,19,15,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDR_M_R,Wetland,6,1,4,0,4,6,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDR_M_R,Bareland,2,4,0,0,10,4,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDR_M_R,Forest,16,14,3,0,8,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDR_M_R,Water,1,5,41,0,0,22,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDR_M_R,Grassland,0,5,9,0,3,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PDR_M_R,Built-up,0,11,10,0,6,10,0,0,0,0,0
