Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PXV_M_R,Shrubland,3,3,3,3,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXV_M_R,Grassland,0,27,29,7,1,29,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXV_M_R,Cropland,113,0,79,78,19,95,30,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXV_M_R,Wetland,148,85,0,26,0,116,44,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXV_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXV_M_R,Bareland,60,43,28,0,11,22,7,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXV_M_R,Built-up,23,12,2,17,0,13,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXV_M_R,Water,169,112,109,103,1,136,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXV_M_R,Forest,102,62,52,13,1,0,14,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,Grassland,0,0,7,0,0,0,0,59,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,Cropland,0,0,37,0,0,0,19,172,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,Bareland,0,0,9,0,0,0,5,32,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,Forest,0,0,31,0,0,0,7,136,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,Wetland,0,0,0,0,0,0,12,362,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,Built-up,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXV_M_R,Water,0,0,47,0,0,0,0,155,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,Grassland,0,0,0,0,0,0,60,0,8,0,0
AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,Cropland,0,0,0,0,0,0,212,0,50,0,0
AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,Wetland,0,0,0,0,0,0,207,0,38,0,0
AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,Bareland,0,0,0,0,0,0,90,0,17,0,0
AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,Built-up,0,0,0,0,0,0,14,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,Water,0,0,0,0,0,0,0,0,135,0,0
AFRICA_2024_GSW_Yearly_2021_36PXV_M_R,Forest,0,0,0,0,0,0,124,0,27,0,0
AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,Water,83,115,47,58,24,85,0,0,0,137,0
AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,Cropland,75,0,37,60,23,70,19,0,0,110,5
AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,Wetland,35,69,0,27,6,63,12,0,0,101,0
AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,Bareland,48,58,9,0,18,23,5,0,0,51,0
AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,Built-up,15,19,0,4,0,3,0,0,0,14,0
AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,Forest,52,70,31,29,11,0,7,0,0,98,0
AFRICA_2024_GLC_FCS30D_2022_36PXV_M_R,Grassland,0,23,7,11,0,27,0,0,0,42,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,Water,0,156,75,65,36,18,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,Grassland,0,65,23,6,11,23,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,Wetland,0,121,0,4,20,51,66,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,Bareland,0,55,3,0,30,3,32,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,Forest,0,84,60,3,22,0,40,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXV_M_R,Cropland,0,0,56,19,48,42,62,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXV_M_R,Water,20,66,69,22,0,38,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXV_M_R,Cropland,36,0,44,39,0,47,34,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXV_M_R,Wetland,42,51,0,5,0,51,52,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXV_M_R,Bareland,1,15,2,0,0,3,19,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXV_M_R,Forest,19,26,28,6,0,0,20,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXV_M_R,Grassland,0,14,7,13,0,10,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXV_M_R,Built-up,0,11,0,13,0,1,4,0,0,0,0
