Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_38PKT_M_R,Shrubland,1,2,2,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKT_M_R,Grassland,0,3,3,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKT_M_R,Cropland,18,0,27,7,20,6,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKT_M_R,Wetland,5,18,30,0,7,0,13,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKT_M_R,Lichens_and_Mosses,1,1,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKT_M_R,Bareland,36,49,0,23,14,19,19,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKT_M_R,Built-up,7,11,20,0,13,3,4,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKT_M_R,Water,11,18,85,9,11,31,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKT_M_R,Forest,6,11,10,0,0,16,1,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,Grassland,0,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,Cropland,0,0,0,0,0,1,0,6,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,Bareland,0,0,0,0,0,24,10,27,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,Built-up,0,0,0,0,0,3,3,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,Water,0,0,0,0,0,37,0,21,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,Forest,0,0,0,0,0,8,0,13,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,Wetland,0,0,0,0,0,0,1,58,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,Grassland,0,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,Cropland,0,0,0,0,0,0,11,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,Bareland,0,0,0,0,0,0,100,0,13,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,Built-up,0,0,0,0,0,0,26,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,Wetland,0,0,0,0,0,0,66,0,11,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,Water,0,0,0,0,0,0,0,0,20,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,Forest,0,0,0,0,0,0,9,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,Cropland,30,0,24,17,0,1,0,0,0,17,2,0
AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,Bareland,49,35,0,42,0,36,15,0,0,38,18,0
AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,Built-up,17,14,19,0,0,4,7,0,0,10,3,0
AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,Water,24,16,69,23,0,59,0,0,0,18,4,0
AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,Forest,17,14,19,6,0,12,0,0,0,12,3,0
AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,Grassland,0,0,2,0,0,0,0,0,0,2,0,0
AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,Wetland,12,8,25,5,2,0,1,0,0,6,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,Grassland,0,2,2,4,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,Bareland,0,25,0,48,12,5,31,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,Built-up,0,1,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,Cropland,0,0,13,15,3,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,Wetland,0,0,14,18,26,0,30,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,Water,0,5,39,59,0,10,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,Forest,0,4,1,10,0,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PKT_M_R,Wetland,1,1,21,0,12,0,21,0,0,0,0,7
AFRICA_2024_DynamicWorld_2024_38PKT_M_R,Bareland,1,14,0,0,4,6,20,0,0,0,0,15
AFRICA_2024_DynamicWorld_2024_38PKT_M_R,Grassland,0,3,3,0,1,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PKT_M_R,Built-up,0,1,10,0,0,0,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PKT_M_R,Water,0,0,30,0,0,2,0,0,0,0,0,12
AFRICA_2024_DynamicWorld_2024_38PKT_M_R,Cropland,0,0,10,0,5,0,5,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PKT_M_R,Forest,0,0,0,0,0,0,1,0,0,0,0,0
