Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_37PCL_M_R,Shrubland,3,3,3,2,1,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCL_M_R,Grassland,0,28,61,16,9,0,16,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCL_M_R,Cropland,54,0,72,46,27,4,40,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCL_M_R,Wetland,10,23,0,4,0,6,16,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCL_M_R,Lichens_and_Mosses,1,1,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCL_M_R,Bareland,53,55,10,0,10,23,29,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCL_M_R,Built-up,10,12,8,9,0,0,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCL_M_R,Water,77,93,109,70,4,0,65,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCL_M_R,Forest,80,67,86,45,27,20,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,Grassland,0,0,2,0,0,0,0,67,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,Cropland,0,0,14,0,0,2,0,85,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,Bareland,0,0,13,0,0,5,0,10,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,Built-up,0,0,0,0,0,0,0,8,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,Forest,0,0,17,0,0,8,0,107,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,Wetland,0,0,0,0,0,5,0,126,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,Water,0,0,36,0,0,0,0,83,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,Grassland,0,0,0,0,0,27,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,Cropland,0,0,0,0,0,63,0,0,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,Wetland,0,0,0,0,0,62,0,0,11,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,Bareland,0,0,0,0,0,47,0,0,36,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,Water,0,0,0,0,0,0,0,0,93,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,Forest,0,0,0,0,0,87,0,0,17,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,Water,44,74,36,76,49,0,70,0,0,77,17,0
AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,Cropland,38,0,14,46,31,2,60,0,0,67,24,0
AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,Wetland,2,16,0,18,3,5,29,0,0,36,1,0
AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,Bareland,46,39,13,0,38,5,29,0,0,48,18,0
AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,Built-up,9,8,0,7,0,0,8,0,0,11,7,0
AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,Forest,38,56,17,63,41,8,0,0,0,85,24,0
AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,Grassland,0,25,2,20,18,0,32,0,0,35,2,0
AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,Permanent_ice_and_snow,1,2,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCL_M_R,Grassland,0,55,5,3,24,23,30,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCL_M_R,Wetland,0,34,0,0,2,29,12,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCL_M_R,Bareland,0,38,0,0,18,72,22,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCL_M_R,Built-up,0,4,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCL_M_R,Forest,0,68,24,1,33,73,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCL_M_R,Cropland,0,0,12,4,39,40,38,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCL_M_R,Water,0,67,24,40,2,0,32,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCL_M_R,Cropland,31,0,4,20,0,20,25,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCL_M_R,Wetland,36,19,0,6,0,28,39,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCL_M_R,Bareland,4,12,0,0,0,21,3,0,0,0,0,0
