Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PGN_M_R,Shrubland,3,3,3,3,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGN_M_R,Grassland,0,22,53,11,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGN_M_R,Cropland,72,0,130,68,13,34,15,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGN_M_R,Wetland,50,72,0,66,5,43,22,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGN_M_R,Lichens_and_Mosses,1,3,3,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGN_M_R,Bareland,65,80,85,0,18,10,24,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGN_M_R,Built-up,8,8,19,13,0,8,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGN_M_R,Water,36,79,174,90,1,26,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGN_M_R,Forest,54,60,104,36,1,0,8,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,Grassland,0,0,0,0,0,0,0,81,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,Cropland,0,0,18,0,0,0,4,231,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,Bareland,0,0,4,0,0,0,8,169,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,Built-up,0,0,0,0,0,0,0,19,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,Forest,0,0,18,0,0,0,4,169,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,Wetland,0,0,0,0,0,0,19,506,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,Water,0,0,37,0,0,0,0,196,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,Grassland,0,0,0,0,0,0,28,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,Cropland,0,0,0,0,0,0,137,0,18,0,0
AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,Wetland,0,0,0,0,0,0,192,0,28,0,0
AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,Lichens_and_Mosses,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,Bareland,0,0,0,0,0,0,133,0,27,0,0
AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,Built-up,0,0,0,0,0,0,9,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,Water,0,0,0,0,0,0,0,0,96,0,0
AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,Forest,0,0,0,0,0,0,72,0,8,0,0
AFRICA_2024_GLC_FCS30D_2022_37PGN_M_R,Water,109,76,37,99,72,11,0,0,0,82,21
AFRICA_2024_GLC_FCS30D_2022_37PGN_M_R,Cropland,98,0,18,78,72,28,4,0,0,89,39
AFRICA_2024_GLC_FCS30D_2022_37PGN_M_R,Wetland,88,68,0,88,73,34,19,0,0,82,30
AFRICA_2024_GLC_FCS30D_2022_37PGN_M_R,Bareland,86,60,4,0,65,2,8,0,0,82,27
AFRICA_2024_GLC_FCS30D_2022_37PGN_M_R,Built-up,14,14,0,13,0,1,0,0,0,11,2
AFRICA_2024_GLC_FCS30D_2022_37PGN_M_R,Forest,75,57,18,58,45,0,4,0,0,62,26
AFRICA_2024_GLC_FCS30D_2022_37PGN_M_R,Grassland,0,18,0,17,12,7,0,0,0,18,2
AFRICA_2024_ESRI_Annual_LULC_2024_37PGN_M_R,Grassland,0,42,25,4,4,19,9,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGN_M_R,Wetland,0,97,0,32,5,57,58,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGN_M_R,Bareland,0,79,64,0,22,32,39,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGN_M_R,Water,0,90,87,76,20,26,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGN_M_R,Forest,0,77,62,6,11,0,16,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGN_M_R,Cropland,0,0,70,33,24,56,21,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGN_M_R,Built-up,0,1,0,1,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGN_M_R,Cropland,26,0,36,37,0,39,30,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGN_M_R,Wetland,33,53,0,34,0,62,50,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGN_M_R,Bareland,5,23,24,0,0,12,29,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGN_M_R,Water,5,26,34,34,0,25,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGN_M_R,Forest,2,9,8,3,0,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGN_M_R,Grassland,0,9,6,10,0,8,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGN_M_R,Built-up,0,1,0,5,0,0,4,0,0,0,0
