Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PWV_M_R,Shrubland,3,3,3,2,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWV_M_R,Grassland,0,25,24,6,1,25,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWV_M_R,Cropland,104,0,73,66,22,93,32,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWV_M_R,Wetland,97,80,0,19,0,115,31,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWV_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWV_M_R,Bareland,40,27,20,0,11,15,15,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWV_M_R,Built-up,21,17,0,16,0,15,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWV_M_R,Water,96,94,65,76,2,109,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWV_M_R,Forest,72,49,43,5,1,0,1,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,Grassland,0,0,8,0,0,0,1,45,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,Cropland,0,0,35,0,0,0,13,168,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,Bareland,0,0,7,0,0,0,0,23,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,Forest,0,0,28,0,0,0,6,95,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,Wetland,0,0,0,0,0,0,7,278,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,Water,0,0,49,0,0,0,0,108,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,Grassland,0,0,0,0,0,0,45,0,5,0,0
AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,Cropland,0,0,0,0,0,0,185,0,40,0,0
AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,Wetland,0,0,0,0,0,0,182,0,35,0,0
AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,Bareland,0,0,0,0,0,0,73,0,8,0,0
AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,Forest,0,0,0,0,0,0,81,0,16,0,0
AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,Built-up,0,0,0,0,0,0,16,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,Water,0,0,0,0,0,0,0,0,116,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,Cropland,79,0,35,57,26,61,13,0,0,100,4
AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,Water,79,97,49,54,12,40,0,0,0,90,0
AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,Wetland,44,68,0,15,0,42,7,0,0,72,0
AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,Bareland,45,47,7,0,14,3,0,0,0,35,0
AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,Built-up,16,18,0,9,0,3,0,0,0,12,0
AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,Forest,44,60,28,18,6,0,6,0,0,77,0
AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,Grassland,0,20,8,1,0,21,1,0,0,33,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,Water,0,120,68,26,44,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,Grassland,0,53,15,1,14,18,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,Wetland,0,109,0,5,31,27,46,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,Bareland,0,46,2,0,35,1,16,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,Built-up,0,4,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,Forest,0,73,40,0,21,0,17,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,Cropland,0,0,61,13,56,30,42,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWV_M_R,Water,12,44,49,24,0,13,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWV_M_R,Cropland,31,0,40,32,0,43,33,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWV_M_R,Wetland,43,51,0,3,0,37,41,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWV_M_R,Bareland,2,17,1,0,0,0,12,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWV_M_R,Forest,20,23,15,0,0,0,11,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWV_M_R,Grassland,0,11,7,10,0,9,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWV_M_R,Built-up,0,13,0,12,0,1,4,0,0,0,0
