Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Wetland,Water,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_38PKA_M_R,Shrubland,1,2,3,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKA_M_R,Grassland,0,2,2,1,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKA_M_R,Cropland,15,0,26,10,19,8,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKA_M_R,Wetland,0,2,6,0,3,0,5,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKA_M_R,Lichens_and_Mosses,0,1,1,1,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKA_M_R,Bareland,31,35,0,19,11,25,30,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKA_M_R,Built-up,5,7,8,0,3,0,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKA_M_R,Water,8,14,65,0,12,27,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKA_M_R,Forest,0,11,27,0,0,9,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38PKA_M_R,Permanent_ice_and_snow,0,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKA_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKA_M_R,Cropland,0,0,0,0,0,0,2,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKA_M_R,Bareland,0,0,0,0,0,0,62,19,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKA_M_R,Water,0,0,0,0,0,0,0,22,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKA_M_R,Wetland,0,0,0,0,0,0,13,8,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38PKA_M_R,Forest,0,0,0,0,0,0,1,5,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKA_M_R,Grassland,0,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKA_M_R,Cropland,0,0,0,0,0,2,0,0,9,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKA_M_R,Water,0,0,0,0,0,21,0,0,23,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKA_M_R,Wetland,0,0,0,0,0,0,0,0,11,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKA_M_R,Bareland,0,0,0,0,0,12,5,0,28,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38PKA_M_R,Forest,0,0,0,0,0,5,0,0,8,0,0,0
AFRICA_2024_GLC_FCS30D_2022_38PKA_M_R,Cropland,23,0,17,18,0,2,0,0,0,20,16,0
AFRICA_2024_GLC_FCS30D_2022_38PKA_M_R,Bareland,49,35,0,39,0,22,12,0,0,48,13,0
AFRICA_2024_GLC_FCS30D_2022_38PKA_M_R,Built-up,7,5,5,0,0,0,0,0,0,6,4,0
AFRICA_2024_GLC_FCS30D_2022_38PKA_M_R,Water,27,19,41,18,0,34,0,0,0,22,1,0
AFRICA_2024_GLC_FCS30D_2022_38PKA_M_R,Forest,31,25,11,8,0,7,0,0,0,17,6,0
AFRICA_2024_GLC_FCS30D_2022_38PKA_M_R,Wetland,4,3,3,1,0,0,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_38PKA_M_R,Permanent_ice_and_snow,0,0,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,Grassland,0,3,1,2,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,Wetland,0,12,4,2,7,0,29,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,Bareland,0,37,0,28,1,0,49,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,Built-up,0,2,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,Cropland,0,0,7,8,0,1,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,Water,0,1,27,14,0,5,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38PKA_M_R,Forest,0,17,0,5,0,0,13,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PKA_M_R,Cropland,1,0,15,0,14,0,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PKA_M_R,Wetland,2,0,18,0,15,0,9,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PKA_M_R,Grassland,0,1,4,0,2,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38PKA_M_R,Bareland,0,7,0,0,3,4,16,0,0,0,0,4
AFRICA_2024_DynamicWorld_2024_38PKA_M_R,Water,0,0,29,0,1,3,0,0,0,0,0,12
AFRICA_2024_DynamicWorld_2024_38PKA_M_R,Built-up,0,0,10,0,0,0,0,0,0,0,0,0
