Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PGM_M_R,Shrubland,3,3,3,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGM_M_R,Grassland,0,19,31,4,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGM_M_R,Cropland,55,0,71,39,0,5,3,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGM_M_R,Wetland,32,30,0,19,0,0,9,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGM_M_R,Lichens_and_Mosses,1,2,3,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGM_M_R,Bareland,47,31,42,0,4,0,4,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGM_M_R,Built-up,3,3,3,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGM_M_R,Water,20,14,86,30,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PGM_M_R,Forest,35,32,72,13,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,Grassland,0,0,0,0,0,0,0,40,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,Cropland,0,0,11,0,0,0,1,98,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,Bareland,0,0,4,0,0,0,5,69,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,Built-up,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,Forest,0,0,4,0,0,0,1,91,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,Wetland,0,0,0,0,0,0,4,206,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,Water,0,0,16,0,0,0,0,61,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,Grassland,0,0,0,0,0,0,28,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,Cropland,0,0,0,0,0,0,63,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,Wetland,0,0,0,0,0,0,93,0,7,0,0
AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,Bareland,0,0,0,0,0,0,57,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,Water,0,0,0,0,0,0,0,0,16,0,0
AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,Forest,0,0,0,0,0,0,24,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PGM_M_R,Cropland,46,0,11,37,34,20,1,0,0,40,16
AFRICA_2024_GLC_FCS30D_2022_37PGM_M_R,Wetland,36,40,0,40,24,17,4,0,0,27,9
AFRICA_2024_GLC_FCS30D_2022_37PGM_M_R,Bareland,42,29,4,0,23,17,5,0,0,30,15
AFRICA_2024_GLC_FCS30D_2022_37PGM_M_R,Water,36,24,16,28,12,4,0,0,0,19,7
AFRICA_2024_GLC_FCS30D_2022_37PGM_M_R,Forest,34,29,4,23,16,0,1,0,0,22,9
AFRICA_2024_GLC_FCS30D_2022_37PGM_M_R,Grassland,0,17,0,7,4,13,0,0,0,10,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGM_M_R,Grassland,0,13,7,6,0,16,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGM_M_R,Bareland,0,27,24,0,0,13,12,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGM_M_R,Cropland,0,0,27,22,0,38,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGM_M_R,Water,0,8,17,18,0,5,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGM_M_R,Wetland,0,12,0,3,0,24,11,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PGM_M_R,Forest,0,14,21,1,0,0,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGM_M_R,Cropland,9,0,3,17,0,14,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGM_M_R,Wetland,12,26,0,16,0,40,21,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGM_M_R,Bareland,1,19,5,0,0,4,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGM_M_R,Forest,5,10,2,2,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGM_M_R,Grassland,0,9,3,7,0,6,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PGM_M_R,Water,0,16,4,16,0,3,0,0,0,0,0
