Dataset,MajorityClass,Grassland,Cropland,Bareland,Forest,Built-up,Wetland,Water,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PCT_M_R,Shrubland,2,1,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCT_M_R,Grassland,0,3,3,4,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCT_M_R,Cropland,69,0,51,51,4,23,11,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCT_M_R,Wetland,10,8,4,11,0,0,7,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCT_M_R,Lichens_and_Mosses,1,1,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCT_M_R,Bareland,57,41,0,34,13,7,18,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCT_M_R,Built-up,10,4,10,6,0,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCT_M_R,Water,38,27,31,15,0,21,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCT_M_R,Forest,49,37,31,0,0,12,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCT_M_R,Grassland,0,0,0,0,0,0,9,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCT_M_R,Cropland,0,0,0,0,0,0,80,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCT_M_R,Wetland,0,0,0,0,0,0,38,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCT_M_R,Bareland,0,0,0,0,0,0,65,7,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCT_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCT_M_R,Water,0,0,0,0,0,0,0,21,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCT_M_R,Forest,0,0,0,0,0,0,20,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCT_M_R,Cropland,0,0,0,0,0,17,1,0,33,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCT_M_R,Forest,0,0,0,0,0,2,2,0,19,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCT_M_R,Grassland,0,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCT_M_R,Bareland,0,0,0,0,0,16,1,0,8,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCT_M_R,Water,0,0,0,0,0,35,0,0,15,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCT_M_R,Wetland,0,0,0,0,0,0,0,0,11,0,0
AFRICA_2024_GLC_FCS30D_2022_37PCT_M_R,Cropland,52,0,42,22,12,17,1,0,0,34,15
AFRICA_2024_GLC_FCS30D_2022_37PCT_M_R,Bareland,50,34,0,10,37,16,1,0,0,37,18
AFRICA_2024_GLC_FCS30D_2022_37PCT_M_R,Built-up,8,5,5,2,0,0,0,0,0,3,3
AFRICA_2024_GLC_FCS30D_2022_37PCT_M_R,Forest,36,47,32,0,12,2,2,0,0,24,17
AFRICA_2024_GLC_FCS30D_2022_37PCT_M_R,Grassland,0,4,0,1,0,0,0,0,0,1,0
AFRICA_2024_GLC_FCS30D_2022_37PCT_M_R,Water,23,38,41,1,14,35,0,0,0,12,0
AFRICA_2024_GLC_FCS30D_2022_37PCT_M_R,Wetland,0,6,5,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCT_M_R,Grassland,0,8,4,7,6,1,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCT_M_R,Wetland,0,9,5,5,0,0,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCT_M_R,Bareland,0,38,0,27,25,1,30,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCT_M_R,Forest,0,29,4,0,18,3,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCT_M_R,Cropland,0,0,17,50,21,5,24,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCT_M_R,Water,0,25,19,5,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PCT_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCT_M_R,Cropland,1,0,14,19,0,5,12,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCT_M_R,Wetland,1,14,12,3,0,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCT_M_R,Forest,3,19,12,0,0,4,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCT_M_R,Grassland,0,11,8,6,0,2,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCT_M_R,Water,0,21,16,3,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCT_M_R,Bareland,0,22,0,3,0,0,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PCT_M_R,Built-up,0,5,9,0,0,0,0,0,0,0,0
