Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PFK_M_R,Shrubland,2,2,1,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFK_M_R,Grassland,0,21,10,3,1,8,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFK_M_R,Cropland,65,0,42,42,27,45,9,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFK_M_R,Lichens_and_Mosses,1,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFK_M_R,Bareland,42,26,0,0,10,18,8,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFK_M_R,Built-up,11,10,4,10,0,10,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFK_M_R,Forest,50,49,35,32,23,0,5,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFK_M_R,Wetland,9,33,0,5,0,12,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37PFK_M_R,Water,63,72,57,51,1,32,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,Cropland,0,0,17,0,0,0,4,73,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,Forest,0,0,7,0,0,0,1,60,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,Wetland,0,0,0,0,0,0,4,133,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,Grassland,0,0,0,0,0,0,0,27,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,Water,0,0,22,0,0,0,0,80,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,Bareland,0,0,1,0,0,0,4,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,Grassland,0,0,0,0,0,0,4,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,Bareland,0,0,0,0,0,0,18,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,Forest,0,0,0,0,0,0,24,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,Wetland,0,0,0,0,0,0,31,0,9,0,0
AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,Cropland,0,0,0,0,0,0,41,0,8,0,0
AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,Water,0,0,0,0,0,0,0,0,54,0,0
AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,Cropland,55,0,17,54,28,51,4,0,0,64,16
AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,Wetland,23,23,0,20,7,28,4,0,0,12,1
AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,Bareland,36,32,1,0,17,23,4,0,0,29,7
AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,Built-up,8,8,0,7,0,7,0,0,0,9,6
AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,Water,55,62,22,61,31,50,0,0,0,44,12
AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,Forest,34,44,7,34,23,0,1,0,0,48,12
AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,Grassland,0,15,0,9,6,18,0,0,0,18,3
AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,Grassland,0,32,14,4,15,16,11,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,Wetland,0,34,0,0,7,11,37,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,Bareland,0,32,3,0,20,17,33,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,Built-up,0,3,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,Forest,0,46,23,8,33,0,41,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,Cropland,0,0,20,11,38,31,31,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,Water,0,78,48,20,13,10,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFK_M_R,Cropland,20,0,12,16,0,30,29,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFK_M_R,Wetland,11,14,0,0,0,17,25,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFK_M_R,Forest,12,14,5,7,0,0,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFK_M_R,Bareland,1,8,0,0,0,5,15,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFK_M_R,Grassland,0,7,3,9,0,5,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFK_M_R,Water,0,4,9,4,0,8,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PFK_M_R,Built-up,0,11,0,4,0,8,0,0,0,0,0
