Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland
AFRICA_2024_WorldCover_2021_36NUN_M_R,Shrubland,3,3,2,3,1,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUN_M_R,Grassland,0,41,3,5,3,7,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUN_M_R,Cropland,31,30,2,4,3,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUN_M_R,Wetland,46,0,9,12,17,19,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUN_M_R,Bareland,5,8,0,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUN_M_R,Built-up,8,12,7,0,1,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUN_M_R,Water,42,98,13,1,0,22,0,0,0,0
AFRICA_2024_WorldCover_2021_36NUN_M_R,Forest,61,77,9,11,12,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,Grassland,0,1,0,0,0,0,54,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,Cropland,0,0,0,0,0,0,40,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,Bareland,0,0,0,0,0,0,8,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,Built-up,0,0,0,0,0,0,16,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,Forest,0,3,0,0,7,0,109,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,Wetland,0,0,0,0,13,0,214,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NUN_M_R,Water,0,8,0,0,0,0,78,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,Shrubland,0,0,0,0,5,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,Grassland,0,0,0,0,21,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,Bareland,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,Built-up,0,0,0,0,9,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,Forest,0,0,0,0,60,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,Cropland,0,0,0,0,11,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,Wetland,0,0,0,0,84,0,0,16,0,0
AFRICA_2024_GSW_Yearly_2021_36NUN_M_R,Water,0,0,0,0,0,0,0,22,0,0
AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R,Water,7,8,21,5,0,21,0,0,52,11
AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R,Cropland,2,0,8,1,0,12,0,0,38,0
AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R,Wetland,12,0,27,19,13,33,0,0,68,21
AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R,Built-up,4,0,5,0,0,3,0,0,7,2
AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R,Forest,7,3,14,17,7,0,0,0,79,14
AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R,Grassland,0,1,10,7,0,15,0,0,31,9
AFRICA_2024_GLC_FCS30D_2022_36NUN_M_R,Bareland,0,0,0,0,0,2,0,0,7,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R,Forest,0,30,1,10,8,0,0,0,0,13
AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R,Water,0,59,0,5,0,33,0,0,0,2
AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R,Grassland,0,12,0,3,8,25,0,0,0,2
AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R,Built-up,0,3,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R,Wetland,0,0,0,4,26,38,0,0,0,2
AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R,Bareland,0,0,0,1,0,3,0,0,0,2
AFRICA_2024_ESRI_Annual_LULC_2024_36NUN_M_R,Cropland,0,11,0,6,1,15,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NUN_M_R,Water,23,19,0,0,0,31,0,0,0,13
AFRICA_2024_DynamicWorld_2024_36NUN_M_R,Wetland,34,0,0,0,29,37,0,0,0,27
AFRICA_2024_DynamicWorld_2024_36NUN_M_R,Forest,11,8,1,0,9,0,0,0,0,8
AFRICA_2024_DynamicWorld_2024_36NUN_M_R,Grassland,0,1,0,0,0,1,0,0,0,2
AFRICA_2024_DynamicWorld_2024_36NUN_M_R,Built-up,0,1,0,0,0,2,0,0,0,1
AFRICA_2024_DynamicWorld_2024_36NUN_M_R,Bareland,0,0,0,0,1,2,0,0,0,0
