Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PTV_M_R,Shrubland,2,2,3,1,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTV_M_R,Grassland,0,12,17,1,1,8,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTV_M_R,Cropland,70,0,43,14,7,63,10,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTV_M_R,Wetland,43,30,0,1,0,66,32,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTV_M_R,Lichens_and_Mosses,1,1,0,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTV_M_R,Bareland,37,29,13,0,9,11,12,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTV_M_R,Built-up,13,7,0,8,0,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTV_M_R,Forest,30,19,13,1,0,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36PTV_M_R,Water,36,38,31,20,0,46,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,Cropland,0,0,8,0,0,0,1,90,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,Forest,0,0,9,0,0,0,0,40,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,Wetland,0,0,0,0,0,0,0,178,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,Grassland,0,0,0,0,0,0,0,38,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,Water,0,0,26,0,0,0,0,53,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,Bareland,0,0,2,0,0,0,0,13,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,Grassland,0,0,0,0,0,0,13,0,4,0,0
AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,Cropland,0,0,0,0,0,0,67,0,14,0,0
AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,Wetland,0,0,0,0,0,0,69,0,14,0,0
AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,Built-up,0,0,0,0,0,0,6,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,Bareland,0,0,0,0,0,0,35,0,6,0,0
AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,Water,0,0,0,0,0,0,0,0,61,0,0
AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,Forest,0,0,0,0,0,0,6,0,2,0,0
AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,Cropland,68,0,8,22,17,29,1,0,0,63,6
AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,Wetland,39,45,0,10,0,23,0,0,0,46,0
AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,Water,66,62,26,39,8,10,0,0,0,48,0
AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,Bareland,47,24,2,0,20,5,0,0,0,23,5
AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,Built-up,8,8,0,3,0,0,0,0,0,7,3
AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,Forest,30,34,9,5,5,0,0,0,0,33,0
AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,Grassland,0,14,0,0,0,12,0,0,0,15,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R,Grassland,0,38,15,1,7,5,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R,Wetland,0,39,0,0,1,7,18,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R,Forest,0,35,20,0,10,0,4,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R,Water,0,39,18,10,7,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R,Cropland,0,0,30,9,16,16,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R,Bareland,0,26,0,0,27,6,12,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTV_M_R,Cropland,15,0,20,31,0,18,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTV_M_R,Wetland,25,19,0,6,0,14,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTV_M_R,Forest,3,13,7,2,0,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTV_M_R,Water,4,7,13,19,0,3,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTV_M_R,Grassland,0,9,8,12,0,6,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTV_M_R,Bareland,0,3,0,0,0,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PTV_M_R,Built-up,0,5,0,8,0,0,1,0,0,0,0
