Dataset,MajorityClass,Grassland,Wetland,Bareland,Forest,Cropland,Built-up,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36NYL_M_R,Shrubland,3,3,1,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYL_M_R,Grassland,0,32,3,7,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYL_M_R,Cropland,53,39,20,19,0,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYL_M_R,Wetland,21,0,2,3,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYL_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYL_M_R,Bareland,35,20,0,14,1,3,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYL_M_R,Built-up,9,3,4,4,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYL_M_R,Water,26,6,11,10,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYL_M_R,Forest,62,39,4,0,3,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYL_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYL_M_R,Grassland,0,2,0,0,0,0,1,38,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYL_M_R,Cropland,0,1,0,0,0,0,0,39,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYL_M_R,Bareland,0,3,0,0,0,0,0,21,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYL_M_R,Built-up,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYL_M_R,Forest,0,6,0,0,0,0,4,40,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYL_M_R,Wetland,0,0,0,0,0,0,0,37,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYL_M_R,Water,0,4,0,0,0,0,0,5,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYL_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYL_M_R,Grassland,0,0,0,0,0,0,28,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_36NYL_M_R,Cropland,0,0,0,0,0,0,17,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYL_M_R,Bareland,0,0,0,0,0,0,16,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_36NYL_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYL_M_R,Water,0,0,0,0,0,0,0,0,8,0,0
AFRICA_2024_GSW_Yearly_2021_36NYL_M_R,Forest,0,0,0,0,0,0,31,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYL_M_R,Wetland,0,0,0,0,0,0,9,0,1,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYL_M_R,Cropland,29,1,24,12,0,21,0,0,0,31,11
AFRICA_2024_GLC_FCS30D_2022_36NYL_M_R,Bareland,30,3,0,4,11,17,0,0,0,17,2
AFRICA_2024_GLC_FCS30D_2022_36NYL_M_R,Built-up,4,0,4,1,1,0,0,0,0,2,0
AFRICA_2024_GLC_FCS30D_2022_36NYL_M_R,Forest,32,6,35,0,23,26,4,0,0,43,11
AFRICA_2024_GLC_FCS30D_2022_36NYL_M_R,Grassland,0,2,19,7,13,11,1,0,0,22,3
AFRICA_2024_GLC_FCS30D_2022_36NYL_M_R,Wetland,7,0,14,1,1,5,0,0,0,8,0
AFRICA_2024_GLC_FCS30D_2022_36NYL_M_R,Water,16,4,20,3,2,4,0,0,0,7,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYL_M_R,Grassland,0,1,4,41,18,4,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYL_M_R,Bareland,0,0,0,4,13,4,9,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYL_M_R,Wetland,0,0,0,19,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYL_M_R,Cropland,0,0,4,26,0,3,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYL_M_R,Forest,0,0,0,0,21,2,7,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYL_M_R,Water,0,0,1,4,3,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYL_M_R,Wetland,1,0,1,3,10,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYL_M_R,Water,1,0,0,3,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYL_M_R,Forest,6,1,4,0,13,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYL_M_R,Cropland,2,0,1,3,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYL_M_R,Grassland,0,5,7,6,10,0,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYL_M_R,Bareland,0,1,0,1,8,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYL_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
