Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37NGG_M_R,Shrubland,3,2,1,1,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGG_M_R,Grassland,0,2,3,1,5,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGG_M_R,Cropland,40,0,12,2,28,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGG_M_R,Wetland,13,0,0,0,21,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGG_M_R,Lichens_and_Mosses,1,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGG_M_R,Bareland,48,9,0,2,26,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGG_M_R,Built-up,9,0,5,0,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGG_M_R,Water,72,30,33,0,70,0,15,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGG_M_R,Forest,42,9,16,2,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,Grassland,0,0,0,0,0,6,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,Cropland,0,0,0,0,0,7,0,4,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,Bareland,0,0,0,0,0,25,0,13,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,Forest,0,0,0,0,0,33,0,11,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,Water,0,0,0,0,0,0,0,58,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGG_M_R,Wetland,0,0,0,0,0,3,0,2,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NGG_M_R,Cropland,18,0,13,5,9,1,0,0,26,3,0
AFRICA_2024_GLC_FCS30D_2022_37NGG_M_R,Bareland,35,30,0,8,6,5,2,0,30,3,0
AFRICA_2024_GLC_FCS30D_2022_37NGG_M_R,Built-up,4,3,4,0,3,0,0,0,5,0,0
AFRICA_2024_GLC_FCS30D_2022_37NGG_M_R,Water,45,51,36,13,23,0,19,0,38,5,0
AFRICA_2024_GLC_FCS30D_2022_37NGG_M_R,Forest,27,41,21,18,0,2,0,0,44,8,0
AFRICA_2024_GLC_FCS30D_2022_37NGG_M_R,Grassland,0,6,1,0,2,0,0,0,6,0,0
AFRICA_2024_GLC_FCS30D_2022_37NGG_M_R,Wetland,4,13,8,3,3,0,0,0,8,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGG_M_R,Grassland,0,4,1,4,7,8,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGG_M_R,Bareland,0,1,0,9,17,41,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGG_M_R,Cropland,0,0,0,6,16,22,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGG_M_R,Forest,0,11,0,8,0,43,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGG_M_R,Wetland,0,0,0,0,0,23,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGG_M_R,Water,0,0,0,0,9,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGG_M_R,Forest,5,12,8,0,0,9,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGG_M_R,Grassland,0,6,8,0,6,4,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGG_M_R,Water,0,3,21,0,6,0,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGG_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGG_M_R,Cropland,0,0,6,0,2,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGG_M_R,Wetland,0,0,1,0,0,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGG_M_R,Bareland,0,0,0,0,1,5,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NGG_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NGG_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,43
AFRICA_2024_GWL_FCS30D_2022_37NGG_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,4
AFRICA_2024_GWL_FCS30D_2022_37NGG_M_R,Forest,0,0,0,0,0,2,0,0,0,0,11
AFRICA_2024_GWL_FCS30D_2022_37NGG_M_R,Water,0,0,0,0,0,0,19,0,0,0,17
AFRICA_2024_GWL_FCS30D_2022_37NGG_M_R,Bareland,0,0,0,0,0,5,2,0,0,0,0
