Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Forest,Water,Wetland,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_38NKN_M_R,Shrubland,2,1,1,1,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKN_M_R,Grassland,0,11,3,1,3,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKN_M_R,Cropland,75,0,59,1,57,2,10,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKN_M_R,Wetland,61,24,29,0,46,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKN_M_R,Lichens_and_Mosses,1,0,1,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKN_M_R,Bareland,58,32,0,6,36,2,12,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKN_M_R,Built-up,7,1,4,0,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKN_M_R,Water,105,65,86,0,69,0,30,0,0,0,0
AFRICA_2024_WorldCover_2021_38NKN_M_R,Forest,76,32,16,0,0,4,18,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,Grassland,0,0,0,0,0,12,0,6,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,Cropland,0,0,0,0,0,77,0,25,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,Wetland,0,0,0,0,0,44,0,19,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,Bareland,0,0,0,0,0,58,0,23,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,Water,0,0,0,0,0,0,0,79,0,0,0
AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,Forest,0,0,0,0,0,41,0,21,0,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,Cropland,0,0,0,0,0,18,33,0,22,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,Grassland,0,0,0,0,0,0,5,0,10,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,Bareland,0,0,0,0,0,16,26,0,11,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,Water,0,0,0,0,0,0,35,0,24,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,Forest,0,0,0,0,0,13,25,0,29,0,0
AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,Wetland,0,0,0,0,0,0,0,0,52,0,0
AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,Cropland,62,0,26,16,13,18,33,0,0,44,14
AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,Bareland,52,40,0,22,10,16,26,0,0,38,10
AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,Built-up,6,3,2,0,0,0,0,0,0,5,0
AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,Water,55,50,27,7,19,0,35,0,0,26,9
AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,Forest,56,54,27,11,0,13,25,0,0,33,17
AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,Grassland,0,10,0,0,0,0,5,0,0,4,1
AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,Wetland,14,18,5,0,1,0,0,0,0,7,1
AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,Grassland,0,20,5,4,21,11,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,Wetland,0,57,10,0,19,37,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,Water,0,71,35,0,9,0,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,Forest,0,51,0,8,0,35,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,Built-up,0,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,Bareland,0,47,0,9,4,42,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,Cropland,0,0,9,10,29,31,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKN_M_R,Cropland,9,0,31,0,34,21,13,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKN_M_R,Wetland,2,29,31,0,30,23,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKN_M_R,Forest,1,9,4,0,0,11,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKN_M_R,Grassland,0,10,11,0,10,7,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKN_M_R,Bareland,0,15,0,0,3,11,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKN_M_R,Water,0,29,46,0,23,0,14,0,0,0,0
AFRICA_2024_DynamicWorld_2024_38NKN_M_R,Built-up,0,0,4,0,0,0,0,0,0,0,0
