Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PXQ_M_R,Shrubland,3,3,3,3,2,1,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXQ_M_R,Grassland,0,12,39,3,7,2,20,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXQ_M_R,Cropland,75,0,38,16,17,13,39,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXQ_M_R,Wetland,77,38,0,7,2,26,69,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXQ_M_R,Bareland,27,4,2,0,7,9,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXQ_M_R,Built-up,14,9,5,7,0,3,11,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXQ_M_R,Water,129,42,108,37,2,0,69,0,0,0,0
AFRICA_2024_WorldCover_2021_36PXQ_M_R,Forest,87,32,63,14,21,18,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,Cropland,0,0,5,0,0,1,0,59,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,Bareland,0,0,0,0,0,2,0,4,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,Forest,0,0,20,0,0,11,0,122,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,Wetland,0,0,0,0,0,14,0,233,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,Built-up,0,0,1,0,0,0,0,5,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,Water,0,0,23,0,0,0,0,131,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,Grassland,0,0,3,0,0,3,0,58,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,Shrubland,0,0,0,0,0,5,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,Cropland,0,0,0,0,0,29,0,0,4,0,0
AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,Wetland,0,0,0,0,0,92,0,0,21,0,0
AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,Bareland,0,0,0,0,0,17,0,0,5,0,0
AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,Water,0,0,0,0,0,0,0,0,87,0,0
AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,Forest,0,0,0,0,0,68,0,0,20,0,0
AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,Grassland,0,0,0,0,0,23,0,0,6,0,0
AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,Water,15,31,23,71,33,0,68,0,0,111,0
AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,Cropland,13,0,5,31,21,1,43,0,0,75,4
AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,Wetland,1,10,0,49,14,14,54,0,0,72,0
AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,Bareland,3,7,0,0,3,2,5,0,0,24,0
AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,Built-up,5,6,1,4,0,0,9,0,0,11,1
AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,Forest,16,29,20,44,31,11,0,0,0,89,3
AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,Grassland,0,13,3,22,10,3,35,0,0,45,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,Grassland,0,34,17,0,11,16,30,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,Wetland,0,40,0,0,5,61,31,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,Bareland,0,5,0,0,1,4,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,Built-up,0,2,0,1,0,1,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,Water,0,49,78,31,10,0,24,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,Forest,0,45,50,1,35,46,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,Cropland,0,0,18,9,19,13,22,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,Cropland,13,0,4,7,0,5,11,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,Wetland,36,20,0,0,0,32,44,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,Built-up,1,7,0,1,0,3,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,Water,27,29,55,11,0,0,44,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,Forest,23,19,16,1,0,18,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,Grassland,0,5,2,3,0,3,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,Bareland,0,1,2,0,0,2,3,0,0,0,0
