Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37PHK_M_R,Shrubland,3,2,1,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PHK_M_R,Grassland,0,9,4,4,2,4,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37PHK_M_R,Cropland,55,0,22,13,12,20,5,0,0,0,0
AFRICA_2024_WorldCover_2021_37PHK_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PHK_M_R,Bareland,25,12,0,4,4,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PHK_M_R,Built-up,9,8,7,0,0,6,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PHK_M_R,Water,43,43,28,0,0,17,6,0,0,0,0
AFRICA_2024_WorldCover_2021_37PHK_M_R,Forest,33,27,13,3,3,0,9,0,0,0,0
AFRICA_2024_WorldCover_2021_37PHK_M_R,Wetland,12,12,0,0,1,8,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PHK_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PHK_M_R,Grassland,0,0,0,0,5,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PHK_M_R,Cropland,0,0,0,0,18,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PHK_M_R,Bareland,0,0,0,0,6,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PHK_M_R,Water,0,0,0,0,0,0,0,6,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PHK_M_R,Wetland,0,0,0,0,4,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PHK_M_R,Forest,0,0,0,0,4,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PHK_M_R,Water,21,24,35,8,0,16,4,0,32,6,0
AFRICA_2024_GLC_FCS30D_2022_37PHK_M_R,Cropland,27,0,27,17,3,18,3,0,54,5,0
AFRICA_2024_GLC_FCS30D_2022_37PHK_M_R,Wetland,0,7,1,0,2,15,0,0,16,0,0
AFRICA_2024_GLC_FCS30D_2022_37PHK_M_R,Bareland,22,14,0,6,0,4,0,0,22,2,0
AFRICA_2024_GLC_FCS30D_2022_37PHK_M_R,Built-up,7,5,4,0,0,5,0,0,7,1,0
AFRICA_2024_GLC_FCS30D_2022_37PHK_M_R,Forest,19,28,13,11,3,0,2,0,32,2,0
AFRICA_2024_GLC_FCS30D_2022_37PHK_M_R,Grassland,0,11,4,3,0,9,0,0,14,0,0
AFRICA_2024_GWL_FCS30D_2022_37PHK_M_R,Cropland,0,0,0,0,3,0,3,0,0,0,14
AFRICA_2024_GWL_FCS30D_2022_37PHK_M_R,Forest,0,0,0,0,3,0,2,0,0,0,29
AFRICA_2024_GWL_FCS30D_2022_37PHK_M_R,Wetland,0,0,0,0,2,0,0,0,0,0,45
AFRICA_2024_GWL_FCS30D_2022_37PHK_M_R,Built-up,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_GWL_FCS30D_2022_37PHK_M_R,Grassland,0,0,0,0,0,0,0,0,0,0,2
AFRICA_2024_GWL_FCS30D_2022_37PHK_M_R,Water,0,0,0,0,0,0,4,0,0,0,12
AFRICA_2024_ESRI_Annual_LULC_2024_37PHK_M_R,Grassland,0,10,3,7,4,12,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PHK_M_R,Bareland,0,8,0,13,11,10,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PHK_M_R,Built-up,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PHK_M_R,Forest,0,17,1,16,18,0,15,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PHK_M_R,Cropland,0,0,7,25,14,20,8,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PHK_M_R,Wetland,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PHK_M_R,Water,0,12,4,4,0,9,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PHK_M_R,Cropland,6,0,5,0,11,11,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PHK_M_R,Built-up,1,4,2,0,0,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PHK_M_R,Forest,9,10,0,0,4,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PHK_M_R,Grassland,0,7,7,0,3,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PHK_M_R,Water,0,15,3,0,0,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PHK_M_R,Wetland,0,3,0,0,1,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PHK_M_R,Bareland,0,3,0,0,2,1,0,0,0,0,0
