Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Shrubland,Lichens_and_Mosses,Non_Water
AFRICA_2024_WorldCover_2021_36NYM_M_R,Shrubland,1,1,1,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYM_M_R,Grassland,0,10,2,13,12,13,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYM_M_R,Cropland,49,0,17,30,23,31,2,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYM_M_R,Wetland,12,0,0,0,0,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYM_M_R,Lichens_and_Mosses,1,0,0,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYM_M_R,Bareland,25,1,1,0,0,11,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYM_M_R,Built-up,9,5,0,4,0,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYM_M_R,Forest,45,18,17,26,19,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36NYM_M_R,Water,32,1,17,21,0,19,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYM_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYM_M_R,Bareland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYM_M_R,Forest,0,0,9,0,0,0,2,17,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYM_M_R,Grassland,0,0,1,0,0,0,0,4,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYM_M_R,Cropland,0,0,1,0,0,0,0,19,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYM_M_R,Wetland,0,0,0,0,0,0,0,6,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36NYM_M_R,Water,0,0,3,0,0,0,0,15,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYM_M_R,Cropland,27,0,1,23,21,24,0,0,35,7,0
AFRICA_2024_GLC_FCS30D_2022_36NYM_M_R,Built-up,5,5,0,3,0,6,0,0,5,1,0
AFRICA_2024_GLC_FCS30D_2022_36NYM_M_R,Water,15,19,3,17,11,14,0,0,25,3,0
AFRICA_2024_GLC_FCS30D_2022_36NYM_M_R,Forest,30,30,9,26,19,0,2,0,36,11,0
AFRICA_2024_GLC_FCS30D_2022_36NYM_M_R,Grassland,0,13,1,8,10,15,0,0,17,3,0
AFRICA_2024_GLC_FCS30D_2022_36NYM_M_R,Wetland,0,0,0,2,0,0,0,0,3,0,0
AFRICA_2024_GLC_FCS30D_2022_36NYM_M_R,Bareland,8,13,0,0,5,11,0,0,15,1,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYM_M_R,Grassland,0,32,0,0,16,24,6,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYM_M_R,Bareland,0,17,0,0,3,11,17,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYM_M_R,Built-up,0,3,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYM_M_R,Forest,0,37,0,0,18,0,31,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYM_M_R,Cropland,0,0,0,0,15,24,14,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYM_M_R,Wetland,0,5,0,0,0,1,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36NYM_M_R,Water,0,14,0,0,0,8,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYM_M_R,Cropland,11,0,2,1,0,10,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYM_M_R,Wetland,1,2,0,2,0,3,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYM_M_R,Built-up,4,3,0,0,0,3,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYM_M_R,Forest,15,12,0,10,0,0,13,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYM_M_R,Bareland,1,1,0,0,0,3,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYM_M_R,Grassland,0,5,2,5,0,5,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36NYM_M_R,Water,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYM_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36NYM_M_R,Water,0,0,0,0,0,0,0,0,0,0,1
AFRICA_2024_GSW_Yearly_2021_36NYM_M_R,Forest,0,0,0,0,0,0,4,0,0,0,0
