Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37NCJ_M_R,Shrubland,3,3,2,1,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCJ_M_R,Grassland,0,46,31,12,10,14,7,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCJ_M_R,Cropland,63,0,43,69,26,38,21,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCJ_M_R,Wetland,31,79,0,12,0,9,13,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCJ_M_R,Lichens_and_Mosses,1,1,0,1,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCJ_M_R,Bareland,39,71,6,0,10,8,31,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCJ_M_R,Built-up,15,15,7,11,0,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCJ_M_R,Water,97,138,59,84,2,69,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NCJ_M_R,Forest,83,69,45,44,27,0,10,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,Cropland,0,0,37,0,0,0,14,66,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,Forest,0,0,16,0,0,0,6,60,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,Wetland,0,0,0,0,0,0,0,74,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,Built-up,0,0,1,0,0,0,0,7,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,Grassland,0,0,6,0,0,0,1,37,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,Water,0,0,55,0,0,0,0,54,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NCJ_M_R,Bareland,0,0,20,0,0,0,5,9,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,Grassland,0,0,0,0,0,0,36,0,8,0,0
AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,Cropland,0,0,0,0,0,0,100,0,47,0,0
AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,Wetland,0,0,0,0,0,0,42,0,26,0,0
AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,Bareland,0,0,0,0,0,0,32,0,39,0,0
AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,Built-up,0,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,Forest,0,0,0,0,0,0,103,0,17,0,0
AFRICA_2024_GSW_Yearly_2021_37NCJ_M_R,Water,0,0,0,0,0,0,0,0,136,0,0
AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,Water,53,65,55,92,55,68,0,0,0,95,11
AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,Cropland,52,0,37,49,33,51,14,0,0,71,31
AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,Wetland,10,11,0,8,4,16,0,0,0,20,0
AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,Bareland,39,26,20,0,27,18,5,0,0,33,11
AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,Built-up,10,11,1,6,0,10,0,0,0,13,6
AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,Forest,29,38,16,55,39,0,6,0,0,79,16
AFRICA_2024_GLC_FCS30D_2022_37NCJ_M_R,Grassland,0,27,6,28,14,32,1,0,0,44,4
AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,Grassland,0,57,5,1,26,26,34,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,Wetland,0,40,0,15,9,15,48,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,Bareland,0,41,1,0,24,13,47,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,Built-up,0,3,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,Forest,0,70,2,0,39,0,57,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,Cropland,0,0,6,10,44,27,52,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NCJ_M_R,Water,0,99,1,48,16,74,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,Water,27,31,20,48,0,38,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,Cropland,43,0,18,35,0,35,33,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,Wetland,32,11,0,25,0,21,27,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,Bareland,3,10,2,0,0,3,18,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,Built-up,6,10,0,7,0,12,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,Forest,20,12,13,7,0,0,26,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NCJ_M_R,Grassland,0,6,1,5,0,4,3,0,0,0,0
