Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_36PYU_M_R,Shrubland,3,2,3,1,1,1,3,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYU_M_R,Grassland,0,11,30,3,1,1,19,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYU_M_R,Cropland,75,0,43,37,2,7,35,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYU_M_R,Wetland,103,9,0,2,0,12,75,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYU_M_R,Lichens_and_Mosses,1,1,0,0,0,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYU_M_R,Bareland,66,31,30,0,0,3,28,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYU_M_R,Built-up,7,4,0,2,0,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYU_M_R,Water,119,51,86,81,0,0,93,0,0,0,0
AFRICA_2024_WorldCover_2021_36PYU_M_R,Forest,107,32,49,32,1,13,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,Grassland,0,0,4,0,0,0,0,52,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,Cropland,0,0,2,0,0,1,0,53,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,Bareland,0,0,14,0,0,9,0,30,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,Forest,0,0,19,0,0,4,0,109,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,Wetland,0,0,0,0,0,9,0,249,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,Water,0,0,26,0,0,0,0,89,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,Grassland,0,0,0,0,0,38,0,0,5,0,0
AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,Cropland,0,0,0,0,0,51,0,0,15,0,0
AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,Wetland,0,0,0,0,0,117,0,0,18,0,0
AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,Bareland,0,0,0,0,0,77,0,0,31,0,0
AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,Forest,0,0,0,0,0,96,0,0,21,0,0
AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,Water,0,0,0,0,0,0,0,0,102,0,0
AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,Water,43,57,26,60,26,0,67,0,0,82,8
AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,Cropland,24,0,2,26,6,1,41,0,0,51,5
AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,Wetland,9,25,0,34,15,9,54,0,0,71,0
AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,Bareland,40,43,14,0,15,9,29,0,0,40,0
AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,Built-up,1,4,0,0,0,0,2,0,0,6,0
AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,Forest,31,50,19,38,21,4,0,0,0,83,11
AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,Grassland,0,11,4,8,3,0,24,0,0,39,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,Grassland,0,19,21,9,1,8,16,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,Wetland,0,38,0,10,0,42,41,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,Forest,0,38,40,15,9,48,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,Cropland,0,0,6,37,6,36,21,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,Bareland,0,4,0,0,0,46,15,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,Water,0,29,20,76,0,0,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYU_M_R,Water,6,27,23,16,0,0,14,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYU_M_R,Cropland,1,0,4,6,0,12,10,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYU_M_R,Wetland,34,22,0,2,0,26,31,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYU_M_R,Forest,15,14,23,6,0,21,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYU_M_R,Grassland,0,10,1,8,0,4,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PYU_M_R,Bareland,0,31,1,0,0,26,4,0,0,0,0
