Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Permanent_ice_and_snow
AFRICA_2024_WorldCover_2021_37PEK_M_R,Shrubland,2,3,2,1,1,2,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEK_M_R,Grassland,0,38,51,12,7,19,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEK_M_R,Cropland,88,0,91,70,38,62,12,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEK_M_R,Wetland,50,72,0,28,4,68,14,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEK_M_R,Lichens_and_Mosses,1,1,0,1,0,1,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEK_M_R,Bareland,49,42,12,0,28,18,4,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEK_M_R,Built-up,17,14,11,13,0,11,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEK_M_R,Water,107,94,107,89,22,69,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEK_M_R,Forest,62,65,77,37,28,0,8,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEK_M_R,Permanent_ice_and_snow,3,0,0,3,1,0,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,Grassland,0,0,5,0,0,0,1,86,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,Cropland,0,0,39,0,0,0,11,150,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,Built-up,0,0,2,0,0,0,2,12,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,Forest,0,0,19,0,0,0,7,119,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,Wetland,0,0,0,0,0,0,13,266,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,Bareland,0,0,11,0,0,0,3,32,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,Water,0,0,53,0,0,0,0,106,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,Grassland,0,0,0,0,0,0,51,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,Cropland,0,0,0,0,0,0,141,0,30,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,Wetland,0,0,0,0,0,0,133,0,25,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,Bareland,0,0,0,0,0,0,47,0,6,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,Built-up,0,0,0,0,0,0,9,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,Water,0,0,0,0,0,0,0,0,95,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,Forest,0,0,0,0,0,0,74,0,4,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,Cropland,83,0,39,85,53,59,11,0,0,89,26,0
AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,Water,82,80,53,98,49,49,0,0,0,75,15,0
AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,Wetland,44,44,0,59,29,30,13,0,0,38,3,0
AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,Bareland,45,36,11,0,27,22,3,0,0,32,7,0
AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,Built-up,11,17,2,18,0,7,2,0,0,15,8,0
AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,Forest,53,58,19,68,37,0,7,0,0,79,16,0
AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,Grassland,0,25,5,36,18,29,1,0,0,36,5,0
AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,Permanent_ice_and_snow,3,2,0,0,1,0,0,0,0,2,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,Grassland,0,87,31,4,25,31,20,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,Wetland,0,111,0,2,35,36,65,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,Bareland,0,55,16,0,29,11,49,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,Water,0,144,55,13,53,21,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,Built-up,0,7,0,3,0,2,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,Forest,0,82,33,1,44,0,50,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,Cropland,0,0,32,17,55,48,63,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,Permanent_ice_and_snow,0,3,0,0,5,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEK_M_R,Cropland,42,0,31,26,0,36,33,0,0,0,0,2
AFRICA_2024_DynamicWorld_2024_37PEK_M_R,Wetland,50,43,0,12,0,53,47,0,0,0,0,0
