Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_35PPQ_M_R,Shrubland,3,1,3,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPQ_M_R,Grassland,0,2,3,1,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPQ_M_R,Cropland,30,0,4,6,2,10,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPQ_M_R,Wetland,3,0,0,1,0,12,2,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPQ_M_R,Lichens_and_Mosses,1,0,0,1,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPQ_M_R,Bareland,27,16,3,0,5,4,1,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPQ_M_R,Built-up,14,7,0,8,0,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPQ_M_R,Forest,20,8,3,6,3,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PPQ_M_R,Water,13,0,8,7,0,12,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPQ_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPQ_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPQ_M_R,Cropland,0,0,0,0,0,0,0,4,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPQ_M_R,Forest,0,0,2,0,0,0,0,4,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPQ_M_R,Wetland,0,0,0,0,0,0,0,5,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPQ_M_R,Bareland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PPQ_M_R,Water,0,0,12,0,0,0,0,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPQ_M_R,Shrubland,0,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPQ_M_R,Grassland,0,0,0,0,0,0,7,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_35PPQ_M_R,Cropland,0,0,0,0,0,0,10,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPQ_M_R,Wetland,0,0,0,0,0,0,9,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_35PPQ_M_R,Forest,0,0,0,0,0,0,5,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPQ_M_R,Bareland,0,0,0,0,0,0,17,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PPQ_M_R,Built-up,0,0,0,0,0,0,2,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_35PPQ_M_R,Water,0,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GLC_FCS30D_2022_35PPQ_M_R,Cropland,22,0,0,4,9,6,0,0,0,17,1
AFRICA_2024_GLC_FCS30D_2022_35PPQ_M_R,Bareland,24,7,0,0,7,7,0,0,0,19,3
AFRICA_2024_GLC_FCS30D_2022_35PPQ_M_R,Built-up,7,3,0,3,0,4,0,0,0,6,0
AFRICA_2024_GLC_FCS30D_2022_35PPQ_M_R,Forest,21,7,2,2,9,0,0,0,0,13,0
AFRICA_2024_GLC_FCS30D_2022_35PPQ_M_R,Wetland,4,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_35PPQ_M_R,Water,18,0,12,3,11,5,0,0,0,2,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPQ_M_R,Grassland,0,3,0,0,7,4,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPQ_M_R,Forest,0,2,0,1,9,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPQ_M_R,Cropland,0,0,0,3,9,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPQ_M_R,Wetland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPQ_M_R,Bareland,0,6,0,0,18,7,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPQ_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PPQ_M_R,Water,0,0,0,9,14,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPQ_M_R,Grassland,0,5,3,6,0,3,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPQ_M_R,Wetland,0,1,0,3,0,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPQ_M_R,Bareland,0,1,0,0,0,1,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPQ_M_R,Built-up,0,6,0,10,0,1,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPQ_M_R,Water,0,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPQ_M_R,Forest,0,5,1,7,0,0,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PPQ_M_R,Cropland,0,0,0,6,0,0,0,0,0,0,0
