Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PEP_M_R,Shrubland,2,2,1,1,1,1,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEP_M_R,Grassland,0,19,16,16,4,1,18,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEP_M_R,Cropland,63,0,34,43,28,26,37,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEP_M_R,Wetland,8,13,0,5,0,8,7,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEP_M_R,Lichens_and_Mosses,1,1,0,1,1,0,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEP_M_R,Bareland,52,34,15,0,18,23,25,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEP_M_R,Built-up,13,10,3,11,0,4,9,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEP_M_R,Water,74,66,43,45,0,0,29,0,0,0,0
AFRICA_2024_WorldCover_2021_37PEP_M_R,Forest,60,37,29,37,26,8,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,Grassland,0,0,0,0,0,2,0,17,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,Cropland,0,0,13,0,0,5,0,48,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,Bareland,0,0,4,0,0,2,0,17,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,Built-up,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,Water,0,0,14,0,0,0,0,46,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,Forest,0,0,8,0,0,7,0,29,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,Wetland,0,0,0,0,0,1,0,25,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,Shrubland,0,0,0,0,0,2,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,Cropland,0,0,0,0,0,64,0,0,9,0,0
AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,Wetland,0,0,0,0,0,13,0,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,Bareland,0,0,0,0,0,37,0,0,4,0,0
AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,Forest,0,0,0,0,0,35,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,Built-up,0,0,0,0,0,4,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,Water,0,0,0,0,0,0,0,0,21,0,0
AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,Grassland,0,0,0,0,0,5,0,0,1,0,0
AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,Water,39,44,14,65,25,0,34,0,0,45,1
AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,Cropland,52,0,13,48,31,5,42,0,0,47,27
AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,Bareland,41,38,4,0,28,2,25,0,0,41,8
AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,Built-up,9,11,0,9,0,0,6,0,0,10,5
AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,Forest,36,34,8,47,26,7,0,0,0,50,25
AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,Grassland,0,18,0,19,11,2,15,0,0,24,6
AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,Wetland,3,4,0,6,1,1,4,0,0,7,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,Grassland,0,40,1,2,30,10,29,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,Wetland,0,19,0,0,5,11,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,Bareland,0,51,0,0,34,44,21,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,Built-up,0,4,0,1,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,Water,0,65,4,6,14,0,22,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,Forest,0,48,0,1,39,32,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,Cropland,0,0,4,3,39,41,32,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEP_M_R,Cropland,19,0,10,19,0,18,16,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEP_M_R,Wetland,4,14,0,1,0,7,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEP_M_R,Bareland,5,9,2,0,0,15,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEP_M_R,Built-up,3,10,0,8,0,2,11,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEP_M_R,Water,2,20,14,14,0,0,26,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEP_M_R,Forest,12,12,0,9,0,10,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37PEP_M_R,Grassland,0,6,0,5,0,4,4,0,0,0,0
