Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_35PRP_M_R,Shrubland,3,2,1,1,1,2,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRP_M_R,Grassland,0,10,1,1,1,2,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRP_M_R,Cropland,60,0,12,23,9,33,8,0,0,0
AFRICA_2024_WorldCover_2021_35PRP_M_R,Wetland,10,2,0,0,0,3,1,0,0,0
AFRICA_2024_WorldCover_2021_35PRP_M_R,Bareland,29,30,6,0,6,9,12,0,0,0
AFRICA_2024_WorldCover_2021_35PRP_M_R,Built-up,9,7,0,4,0,6,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRP_M_R,Water,39,22,13,19,0,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35PRP_M_R,Forest,40,23,10,10,1,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,Cropland,0,0,5,0,0,0,0,12,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,Forest,0,0,5,0,0,0,0,10,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,Grassland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,Wetland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,Bareland,0,0,2,0,0,0,0,6,0,0
AFRICA_2024_GWL_FCS30D_2022_35PRP_M_R,Water,0,0,13,0,0,0,0,12,0,0
AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,Shrubland,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,Grassland,0,0,0,0,0,0,5,0,3,0
AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,Cropland,0,0,0,0,0,0,44,0,4,0
AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,Forest,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,Bareland,0,0,0,0,0,0,37,0,4,0
AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,Water,0,0,0,0,0,0,0,0,26,0
AFRICA_2024_GSW_Yearly_2021_35PRP_M_R,Wetland,0,0,0,0,0,0,4,0,1,0
AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,Water,39,36,13,19,1,9,0,0,0,17
AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,Cropland,44,0,5,14,20,29,0,0,0,44
AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,Bareland,40,23,2,0,11,12,0,0,0,20
AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,Built-up,7,3,0,1,0,4,0,0,0,5
AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,Forest,23,18,5,5,16,0,0,0,0,31
AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,Grassland,0,5,0,0,0,4,0,0,0,9
AFRICA_2024_GLC_FCS30D_2022_35PRP_M_R,Wetland,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,Grassland,0,17,0,1,3,11,2,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,Wetland,0,5,0,0,0,1,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,Built-up,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,Forest,0,20,0,0,12,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,Cropland,0,0,0,19,11,23,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,Water,0,24,0,8,0,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PRP_M_R,Bareland,0,19,0,0,14,11,3,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRP_M_R,Cropland,6,0,0,24,0,9,9,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRP_M_R,Forest,1,12,0,6,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRP_M_R,Water,0,4,0,6,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRP_M_R,Grassland,0,6,0,10,0,3,4,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRP_M_R,Wetland,0,6,0,4,0,3,3,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRP_M_R,Bareland,0,8,0,0,0,0,1,0,0,0
AFRICA_2024_DynamicWorld_2024_35PRP_M_R,Built-up,0,4,0,7,0,0,0,0,0,0
