Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_35NMF_M_R,Shrubland,3,1,3,1,1,1,3,0,0,0
AFRICA_2024_WorldCover_2021_35NMF_M_R,Grassland,0,0,2,0,0,0,3,0,0,0
AFRICA_2024_WorldCover_2021_35NMF_M_R,Cropland,6,0,4,0,1,0,2,0,0,0
AFRICA_2024_WorldCover_2021_35NMF_M_R,Wetland,19,0,0,4,0,8,17,0,0,0
AFRICA_2024_WorldCover_2021_35NMF_M_R,Bareland,2,0,1,0,0,0,2,0,0,0
AFRICA_2024_WorldCover_2021_35NMF_M_R,Built-up,6,0,1,1,0,0,5,0,0,0
AFRICA_2024_WorldCover_2021_35NMF_M_R,Water,20,0,15,12,0,0,26,0,0,0
AFRICA_2024_WorldCover_2021_35NMF_M_R,Forest,21,1,15,2,4,2,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMF_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMF_M_R,Cropland,0,0,0,0,0,0,0,4,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMF_M_R,Bareland,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMF_M_R,Built-up,0,0,0,0,0,0,0,1,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMF_M_R,Forest,0,0,5,0,0,2,0,21,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMF_M_R,Wetland,0,0,0,0,0,1,0,35,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMF_M_R,Water,0,0,6,0,0,0,0,13,0,0
AFRICA_2024_GWL_FCS30D_2022_35NMF_M_R,Grassland,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_35NMF_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35NMF_M_R,Wetland,0,0,0,0,0,16,0,0,6,0
AFRICA_2024_GSW_Yearly_2021_35NMF_M_R,Water,0,0,0,0,0,0,0,0,26,0
AFRICA_2024_GSW_Yearly_2021_35NMF_M_R,Forest,0,0,0,0,0,10,0,0,3,0
AFRICA_2024_GSW_Yearly_2021_35NMF_M_R,Bareland,0,0,0,0,0,0,0,0,1,0
AFRICA_2024_GLC_FCS30D_2022_35NMF_M_R,Water,1,3,6,6,14,0,20,0,0,17
AFRICA_2024_GLC_FCS30D_2022_35NMF_M_R,Cropland,0,0,0,0,0,0,4,0,0,5
AFRICA_2024_GLC_FCS30D_2022_35NMF_M_R,Wetland,1,2,0,5,3,1,9,0,0,11
AFRICA_2024_GLC_FCS30D_2022_35NMF_M_R,Built-up,1,4,0,0,0,0,3,0,0,4
AFRICA_2024_GLC_FCS30D_2022_35NMF_M_R,Forest,8,11,5,5,6,2,0,0,0,14
AFRICA_2024_GLC_FCS30D_2022_35NMF_M_R,Grassland,0,5,0,0,0,0,4,0,0,4
AFRICA_2024_ESRI_Annual_LULC_2024_35NMF_M_R,Wetland,0,2,0,0,0,10,6,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NMF_M_R,Forest,0,1,5,0,1,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NMF_M_R,Water,0,0,9,0,0,0,4,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NMF_M_R,Grassland,0,0,0,0,1,0,4,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NMF_M_R,Bareland,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35NMF_M_R,Built-up,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_DynamicWorld_2024_35NMF_M_R,Forest,3,0,1,0,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35NMF_M_R,Grassland,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_DynamicWorld_2024_35NMF_M_R,Wetland,0,0,0,0,0,0,1,0,0,0
