Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Non_Wetland,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37NGE_M_R,Shrubland,3,3,1,1,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGE_M_R,Grassland,0,10,3,1,0,12,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGE_M_R,Cropland,86,0,42,1,6,78,17,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGE_M_R,Wetland,49,12,5,0,7,54,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGE_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGE_M_R,Bareland,43,22,0,2,0,22,8,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGE_M_R,Built-up,11,4,5,0,0,7,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGE_M_R,Water,105,45,89,0,0,107,28,0,0,0,0
AFRICA_2024_WorldCover_2021_37NGE_M_R,Forest,59,29,7,1,0,0,12,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,Grassland,0,0,0,0,19,0,0,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,Cropland,0,0,0,0,97,0,0,32,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,Wetland,0,0,0,0,59,0,0,8,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,Bareland,0,0,0,0,41,0,0,14,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,Water,0,0,0,0,0,0,0,87,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,Forest,0,0,0,0,71,0,0,17,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NGE_M_R,Cropland,0,0,0,0,14,0,20,0,26,0,0
AFRICA_2024_GWL_FCS30D_2022_37NGE_M_R,Wetland,0,0,0,0,3,0,0,0,128,0,0
AFRICA_2024_GWL_FCS30D_2022_37NGE_M_R,Grassland,0,0,0,0,0,0,0,0,24,0,0
AFRICA_2024_GWL_FCS30D_2022_37NGE_M_R,Bareland,0,0,0,0,10,0,8,0,8,0,0
AFRICA_2024_GWL_FCS30D_2022_37NGE_M_R,Forest,0,0,0,0,10,0,11,0,54,0,0
AFRICA_2024_GWL_FCS30D_2022_37NGE_M_R,Water,0,0,0,0,0,0,34,0,36,0,0
AFRICA_2024_GLC_FCS30D_2022_37NGE_M_R,Cropland,68,0,39,19,14,28,20,0,0,74,2
AFRICA_2024_GLC_FCS30D_2022_37NGE_M_R,Wetland,26,34,11,4,3,9,0,0,0,32,0
AFRICA_2024_GLC_FCS30D_2022_37NGE_M_R,Bareland,40,32,0,7,10,5,8,0,0,37,1
AFRICA_2024_GLC_FCS30D_2022_37NGE_M_R,Built-up,7,5,3,0,0,1,0,0,0,10,1
AFRICA_2024_GLC_FCS30D_2022_37NGE_M_R,Water,63,59,42,22,0,19,34,0,0,62,10
AFRICA_2024_GLC_FCS30D_2022_37NGE_M_R,Forest,52,55,33,23,10,0,11,0,0,71,3
AFRICA_2024_GLC_FCS30D_2022_37NGE_M_R,Grassland,0,15,0,0,0,2,0,0,0,22,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGE_M_R,Grassland,0,18,7,9,17,19,15,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGE_M_R,Wetland,0,22,2,2,39,8,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGE_M_R,Water,0,64,10,0,0,4,11,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGE_M_R,Forest,0,48,0,15,46,0,38,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGE_M_R,Cropland,0,0,0,31,43,28,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NGE_M_R,Bareland,0,35,0,17,39,10,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGE_M_R,Cropland,12,0,21,0,19,20,6,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGE_M_R,Water,1,46,33,0,0,18,23,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGE_M_R,Forest,4,19,6,0,5,0,4,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGE_M_R,Grassland,0,14,12,0,7,10,9,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGE_M_R,Wetland,0,19,8,0,14,8,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGE_M_R,Bareland,0,2,0,0,7,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NGE_M_R,Built-up,0,0,3,0,0,1,0,0,0,0,0
