Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_35PQN_M_R,Shrubland,3,3,3,3,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQN_M_R,Grassland,0,9,10,3,1,9,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQN_M_R,Cropland,58,0,23,23,17,26,3,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQN_M_R,Wetland,31,23,0,9,0,19,7,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQN_M_R,Lichens_and_Mosses,1,0,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQN_M_R,Bareland,38,23,12,0,9,2,5,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQN_M_R,Built-up,11,7,0,6,0,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQN_M_R,Water,50,30,18,39,0,24,0,0,0,0,0
AFRICA_2024_WorldCover_2021_35PQN_M_R,Forest,40,27,19,10,2,0,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R,Grassland,0,0,0,0,0,0,1,11,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R,Cropland,0,0,17,0,0,0,2,24,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R,Bareland,0,0,5,0,0,0,1,13,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R,Forest,0,0,15,0,0,0,0,23,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R,Wetland,0,0,0,0,0,0,1,40,0,0,0
AFRICA_2024_GWL_FCS30D_2022_35PQN_M_R,Water,0,0,26,0,0,0,0,14,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,Grassland,0,0,0,0,0,0,7,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,Cropland,0,0,0,0,0,0,41,0,2,0,0
AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,Wetland,0,0,0,0,0,0,37,0,13,0,0
AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,Bareland,0,0,0,0,0,0,38,0,3,0,0
AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,Water,0,0,0,0,0,0,0,0,37,0,0
AFRICA_2024_GSW_Yearly_2021_35PQN_M_R,Forest,0,0,0,0,0,0,18,0,5,0,0
AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R,Cropland,38,0,17,4,16,47,2,0,0,50,0
AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R,Bareland,16,11,5,0,10,24,1,0,0,26,2
AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R,Built-up,8,2,0,2,0,6,0,0,0,6,0
AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R,Water,16,14,26,18,6,37,0,0,0,30,0
AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R,Forest,21,12,15,1,9,0,0,0,0,38,0
AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R,Grassland,0,1,0,0,1,9,1,0,0,13,0
AFRICA_2024_GLC_FCS30D_2022_35PQN_M_R,Wetland,3,3,0,0,0,14,1,0,0,12,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R,Grassland,0,12,0,1,5,6,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R,Wetland,0,19,0,4,1,13,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R,Built-up,0,2,0,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R,Forest,0,28,0,0,16,0,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R,Water,0,31,0,2,4,2,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R,Cropland,0,0,0,1,17,12,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_35PQN_M_R,Bareland,0,36,0,0,9,6,8,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQN_M_R,Cropland,5,0,1,23,0,9,7,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQN_M_R,Wetland,9,17,0,17,0,13,25,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQN_M_R,Forest,2,9,4,2,0,0,5,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQN_M_R,Grassland,0,6,1,8,0,4,3,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQN_M_R,Water,0,3,0,9,0,1,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQN_M_R,Built-up,0,7,0,6,0,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_35PQN_M_R,Bareland,0,2,1,0,0,0,3,0,0,0,0
