Dataset,MajorityClass,Grassland,Wetland,Bareland,Built-up,Forest,Water,Cropland,Non_Wetland,Non_Water,Shrubland
AFRICA_2024_WorldCover_2021_36PWQ_M_R,Shrubland,3,2,2,1,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWQ_M_R,Grassland,0,39,1,2,27,9,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWQ_M_R,Cropland,82,46,6,9,40,6,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWQ_M_R,Wetland,111,0,2,6,79,35,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWQ_M_R,Bareland,19,2,0,2,3,4,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWQ_M_R,Built-up,11,6,6,0,10,1,3,0,0,0
AFRICA_2024_WorldCover_2021_36PWQ_M_R,Water,130,107,45,4,93,0,0,0,0,0
AFRICA_2024_WorldCover_2021_36PWQ_M_R,Forest,87,72,5,9,0,18,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,Shrubland,0,0,0,0,0,0,0,2,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,Cropland,0,0,0,0,0,1,0,70,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,Bareland,0,1,0,0,0,2,0,2,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,Built-up,0,0,0,0,0,0,0,7,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,Forest,0,22,0,0,0,6,0,136,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,Wetland,0,0,0,0,0,16,0,247,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,Grassland,0,9,0,0,0,5,0,80,0,0
AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,Water,0,27,0,0,0,0,0,128,0,0
AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,Grassland,0,0,0,0,0,31,0,0,11,0
AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,Cropland,0,0,0,0,0,32,0,0,7,0
AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,Wetland,0,0,0,0,0,101,0,0,32,0
AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,Bareland,0,0,0,0,0,19,0,0,7,0
AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,Water,0,0,0,0,0,0,0,0,92,0
AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,Forest,0,0,0,0,0,71,0,0,19,0
AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,Built-up,0,0,0,0,0,2,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,Water,18,27,64,15,59,0,32,0,0,109
AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,Cropland,3,0,27,5,34,1,0,0,0,66
AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,Wetland,6,0,46,10,47,16,18,0,0,77
AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,Bareland,2,1,0,1,2,2,5,0,0,19
AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,Built-up,7,0,2,0,5,0,7,0,0,15
AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,Forest,5,22,39,6,0,6,22,0,0,83
AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,Grassland,0,9,27,5,24,5,12,0,0,48
AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,Grassland,0,40,0,4,32,24,20,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,Wetland,0,0,0,5,51,53,26,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,Water,0,86,37,4,28,0,23,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,Forest,0,50,0,20,0,33,34,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,Built-up,0,1,0,0,0,0,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,Bareland,0,0,0,2,0,2,1,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,Cropland,0,23,3,10,14,18,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,Water,40,40,7,0,32,0,31,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,Wetland,51,0,0,0,45,37,35,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,Forest,25,19,0,0,0,15,25,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,Cropland,1,1,0,0,2,2,0,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,Grassland,0,3,0,0,6,4,5,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,Built-up,0,0,0,0,2,3,6,0,0,0
AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,Bareland,0,0,0,0,0,8,1,0,0,0
