Dataset,MajorityClass,Grassland,Cropland,Bareland,Built-up,Water,Forest,Wetland,Non_Water,Shrubland,Lichens_and_Mosses,Non_Wetland
AFRICA_2024_WorldCover_2021_37NDE_M_R,Shrubland,3,3,2,1,1,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDE_M_R,Grassland,0,12,2,2,2,3,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDE_M_R,Cropland,62,0,14,8,6,13,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDE_M_R,Wetland,15,3,1,0,1,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDE_M_R,Lichens_and_Mosses,1,1,0,0,0,0,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDE_M_R,Bareland,33,13,0,2,12,8,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDE_M_R,Built-up,11,7,6,0,0,6,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDE_M_R,Water,72,35,21,0,0,15,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37NDE_M_R,Forest,54,28,13,7,2,0,1,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,Grassland,0,0,0,0,8,0,0,3,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,Cropland,0,0,0,0,19,0,0,2,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,Wetland,0,0,0,0,5,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,Bareland,0,0,0,0,18,0,0,1,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,Built-up,0,0,0,0,2,0,0,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,Water,0,0,0,0,0,0,0,32,0,0,0
AFRICA_2024_GSW_Yearly_2021_37NDE_M_R,Forest,0,0,0,0,9,0,0,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,Water,26,21,35,9,0,14,15,0,43,0,0
AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,Cropland,23,0,30,14,2,18,0,0,49,8,0
AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,Wetland,1,7,10,0,0,3,0,0,10,0,0
AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,Built-up,5,5,3,0,0,3,0,0,8,0,0
AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,Forest,23,29,27,19,4,0,0,0,53,8,0
AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,Grassland,0,6,9,5,2,6,1,0,16,4,0
AFRICA_2024_GLC_FCS30D_2022_37NDE_M_R,Bareland,15,12,0,4,0,8,2,0,29,1,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDE_M_R,Grassland,0,20,1,5,3,21,2,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDE_M_R,Forest,0,18,0,16,12,0,22,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDE_M_R,Cropland,0,0,2,17,2,31,6,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDE_M_R,Bareland,0,7,0,9,17,10,3,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDE_M_R,Water,0,18,5,0,0,9,5,0,0,0,0
AFRICA_2024_ESRI_Annual_LULC_2024_37NDE_M_R,Wetland,0,0,0,0,1,6,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37NDE_M_R,Wetland,0,0,0,0,0,0,0,0,0,0,31
AFRICA_2024_GWL_FCS30D_2022_37NDE_M_R,Grassland,0,0,0,0,2,0,1,0,0,0,3
AFRICA_2024_GWL_FCS30D_2022_37NDE_M_R,Forest,0,0,0,0,4,0,0,0,0,0,24
AFRICA_2024_GWL_FCS30D_2022_37NDE_M_R,Cropland,0,0,0,0,2,0,0,0,0,0,6
AFRICA_2024_GWL_FCS30D_2022_37NDE_M_R,Bareland,0,0,0,0,0,0,2,0,0,0,3
AFRICA_2024_GWL_FCS30D_2022_37NDE_M_R,Water,0,0,0,0,0,0,15,0,0,0,5
AFRICA_2024_DynamicWorld_2024_37NDE_M_R,Cropland,10,0,7,0,1,8,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDE_M_R,Forest,7,7,10,0,4,0,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDE_M_R,Grassland,0,6,5,0,5,4,1,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDE_M_R,Water,0,6,7,0,0,4,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDE_M_R,Bareland,0,2,0,0,3,2,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDE_M_R,Built-up,0,3,0,0,0,0,0,0,0,0,0
AFRICA_2024_DynamicWorld_2024_37NDE_M_R,Wetland,0,0,0,0,1,1,0,0,0,0,0
