Dataset,MajorityClass,Grassland,Cropland,Wetland,Bareland,Built-up,Forest,Water,Non_Wetland,Non_Water,Shrubland,Lichens_and_Mosses
AFRICA_2024_WorldCover_2021_37PCK_M_R,Shrubland,2,3,1,2,1,2,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCK_M_R,Grassland,0,27,21,8,12,16,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCK_M_R,Cropland,45,0,25,35,29,40,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCK_M_R,Wetland,5,10,0,1,0,16,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCK_M_R,Lichens_and_Mosses,1,1,0,1,0,1,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCK_M_R,Bareland,27,19,0,0,15,14,1,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCK_M_R,Built-up,11,11,7,10,0,9,2,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCK_M_R,Forest,57,55,51,39,28,0,8,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCK_M_R,Water,49,48,26,45,3,56,0,0,0,0,0
AFRICA_2024_WorldCover_2021_37PCK_M_R,Permanent_ice_and_snow,2,1,0,2,0,2,0,0,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,Shrubland,0,0,0,0,0,0,0,1,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,Cropland,0,0,9,0,0,0,0,31,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,Forest,0,0,15,0,0,0,5,55,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,Wetland,0,0,0,0,0,0,0,16,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,Built-up,0,0,0,0,0,0,0,7,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,Grassland,0,0,0,0,0,0,1,21,0,0,0
AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,Water,0,0,19,0,0,0,0,20,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,Shrubland,0,0,0,0,0,0,4,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,Wetland,0,0,0,0,0,0,3,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,Forest,0,0,0,0,0,0,58,0,16,0,0
AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,Cropland,0,0,0,0,0,0,27,0,4,0,0
AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,Water,0,0,0,0,0,0,0,0,50,0,0
AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,Grassland,0,0,0,0,0,0,8,0,1,0,0
AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,Bareland,0,0,0,0,0,0,1,0,0,0,0
AFRICA_2024_GLC_FCS30D_2022_37PCK_M_R,Cropland,29,0,9,40,27,41,0,0,0,57,20
AFRICA_2024_GLC_FCS30D_2022_37PCK_M_R,Wetland,0,1,0,3,0,2,0,0,0,7,0
AFRICA_2024_GLC_FCS30D_2022_37PCK_M_R,Bareland,17,21,0,0,10,23,0,0,0,28,3
